,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes
5213,nm0145673,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2019.0,3426.0
5214,nm0145863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1975.0,68572.0
5215,nm0145880,1,0,0,0,0,1,0,1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1996.0,365.0
5216,nm0145912,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,4,1973.0,318.0
5217,nm0145951,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1999.0,6456.0
5218,nm0146034,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1978.0,11908.0
5219,nm0146061,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2004.0,51152.0
5220,nm0146097,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,2016.0,1715.0
5221,nm0146165,0,0,0,0,1,5,0,1,0,11,0,0,0,0,0,0,0,3,0,0,2,0,0,12,2000.0,630.0
5222,nm0146262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,4849.0
5223,nm0146264,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2000.0,10022.0
5224,nm0146329,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1984.0,172.0
5225,nm0146334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1975.0,2108.0
5226,nm0146431,0,0,0,2,7,5,0,1,1,9,0,0,1,4,0,0,0,1,0,0,1,0,0,11,1993.0,1538.0
5227,nm0146436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,85.0
5228,nm0146446,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1967.0,46.0
5229,nm0146536,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,1,1,0,1,0,0,2,2006.0,24158.0
5230,nm0146613,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1971.0,120.0
5231,nm0146637,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,173.0
5232,nm0146681,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,11308.0
5233,nm0146720,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1969.0,31.0
5234,nm0146760,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,529.0
5235,nm0146848,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2000.0,3235.0
5236,nm0146872,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1982.0,602.0
5237,nm0146915,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2008.0,6013.0
5238,nm0146938,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1982.0,3587.0
5239,nm0147016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971.0,2190.0
5240,nm0147022,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2018.0,7060.0
5241,nm0147061,0,0,0,0,1,0,0,2,0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,6,1977.0,1776.0
5242,nm0147087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991.0,22.0
5243,nm0147147,14,0,0,12,0,6,0,3,0,4,0,5,2,1,1,0,2,1,4,0,4,0,0,17,2017.0,336558.0
5244,nm0147167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1976.0,6347.0
5245,nm0147250,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1972.0,51182.0
5246,nm0147296,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1995.0,6929.0
5247,nm0147308,2,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,3,0,0,3,2011.0,62266.0
5248,nm0147310,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,2021.0,2758.0
5249,nm0147312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2015.0,47565.0
5250,nm0147319,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1975.0,76.0
5251,nm0147386,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1970.0,268.0
5252,nm0147392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1983.0,2229.0
5253,nm0147477,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1973.0,45.0
5254,nm0147503,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1995.0,43673.0
5255,nm0147544,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2005.0,26.0
5256,nm0147561,2,0,0,0,0,14,0,2,0,7,0,0,0,0,0,0,1,7,0,1,4,0,0,19,1976.0,1456.0
5257,nm0147592,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,15259.0
5258,nm0147597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992.0,2641.0
5259,nm0147605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,1,0,0,3,2002.0,22774.0
5260,nm0147661,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2002.0,8172.0
5261,nm0147738,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2011.0,1946.0
5262,nm0147767,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2019.0,1966.0
5263,nm0147794,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1991.0,16875.0
5264,nm0147814,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023.0,24121.0
5265,nm0147825,1,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,6,2011.0,45354.0
5266,nm0147828,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000.0,28.0
5267,nm0147834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2007.0,1741.0
5268,nm0147894,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2019.0,9065.0
5269,nm0147916,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1983.0,3007.0
5270,nm0147940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1963.0,1464.0
5271,nm0147973,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1999.0,3665.0
5272,nm0147983,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,1980.0,5508.0
5273,nm0148041,5,0,0,2,1,7,0,6,0,7,0,2,1,2,3,0,3,3,0,0,6,0,0,15,1973.0,13167.0
5274,nm0148050,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971.0,2350.0
5275,nm0148142,0,0,0,0,1,10,0,4,0,13,0,1,0,1,1,1,0,3,0,1,3,0,0,18,1985.0,1436.0
5276,nm0148149,1,0,0,2,1,2,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1977.0,3765.0
5277,nm0148229,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1966.0,54.0
5278,nm0148282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,4635.0
5279,nm0148382,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2012.0,3036.0
5280,nm0148387,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1998.0,14266.0
5281,nm0148418,4,0,4,5,1,14,0,1,0,9,4,1,0,0,0,3,0,6,0,0,0,0,1,15,2014.0,169147.0
5282,nm0148498,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,855.0
5283,nm0148516,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,343864.0
5284,nm0148611,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,79.0
5285,nm0148652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,297.0
5286,nm0148734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960.0,115.0
5287,nm0148792,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991.0,3512.0
5288,nm0148840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1977.0,1514.0
5289,nm0148851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,14.0
5290,nm0148858,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1965.0,988.0
5291,nm0148974,0,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1963.0,5136.0
5292,nm0148982,0,0,0,0,1,2,0,1,0,5,0,0,0,1,0,0,0,2,0,0,1,0,0,6,2010.0,1276.0
5293,nm0148992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,1247.0
5294,nm0148996,0,0,0,0,0,5,0,0,1,14,0,1,0,0,1,0,2,7,0,0,2,0,0,16,2008.0,245.0
5295,nm0149120,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1972.0,1808.0
5296,nm0149218,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2009.0,2148.0
5297,nm0149226,4,0,0,1,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2016.0,4981.0
5298,nm0149237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1997.0,3619.0
5299,nm0149249,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2004.0,221.0
5300,nm0149259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1960.0,66.0
5301,nm0149260,0,0,2,3,0,20,0,1,0,6,5,5,0,0,3,1,0,6,1,0,1,0,0,22,2008.0,6988.0
5302,nm0149289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,32.0
5303,nm0149309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,32.0
5304,nm0149329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,160.0
5305,nm0149335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1961.0,14.0
5306,nm0149348,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2004.0,108.0
5307,nm0149410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,16793.0
5308,nm0149447,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,9307.0
5309,nm0149622,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,130.0
5310,nm0149698,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979.0,12.0
5311,nm0149704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,13.0
5312,nm0149706,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,10.0
5313,nm0149708,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1995.0,7175.0
5314,nm0149712,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,14.0
5315,nm0149766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,138.0
5316,nm0149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994.0,22.0
5317,nm0149923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1989.0,9483.0
5318,nm0149949,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2016.0,5154.0
5319,nm0149950,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2007.0,34179.0
5320,nm0149965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991.0,95.0
5321,nm0149975,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1975.0,1931.0
5322,nm0149987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,56.0
5323,nm0150073,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1993.0,21883.0
5324,nm0150115,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1962.0,68.0
5325,nm0150121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1973.0,217.0
5326,nm0150193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2006.0,42629.0
5327,nm0150219,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1984.0,87386.0
5328,nm0150255,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2007.0,30516.0
5329,nm0150329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1961.0,1615.0
5330,nm0150362,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2003.0,48372.0
5331,nm0150376,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,4525.0
5332,nm0150400,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1984.0,6270.0
5333,nm0150495,0,0,0,0,0,6,0,1,0,4,0,0,0,1,1,0,0,3,0,0,1,0,0,9,1998.0,262.0
5334,nm0150510,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,1731.0
5335,nm0150520,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015.0,386.0
5336,nm0150543,0,0,0,0,1,5,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,9,2013.0,386.0
5337,nm0150619,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971.0,3295.0
5338,nm0150626,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1968.0,31.0
5339,nm0150643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2018.0,10.0
5340,nm0150701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,51.0
5341,nm0150709,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1973.0,696.0
5342,nm0150744,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2000.0,5741.0
5343,nm0150762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1974.0,549.0
5344,nm0150770,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1981.0,31701.0
5345,nm0150862,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1989.0,63306.0
5346,nm0150925,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015.0,1932.0
5347,nm0151169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1974.0,5189.0
5348,nm0151187,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2009.0,77161.0
5349,nm0151248,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1995.0,2610.0
5350,nm0151250,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2007.0,47704.0
5351,nm0151303,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1969.0,3312.0
5352,nm0151315,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1983.0,144.0
5353,nm0151419,4,0,0,3,1,4,0,2,0,7,1,2,0,1,0,1,3,5,2,0,1,0,0,11,2013.0,159677.0
5354,nm0151540,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2011.0,58475.0
5355,nm0151654,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,3471.0
5356,nm0151809,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1987.0,2587.0
5357,nm0151815,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1997.0,2969.0
5358,nm0151893,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1985.0,60.0
5359,nm0151919,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1978.0,5010.0
5360,nm0151963,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,91.0
5361,nm0152026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,14.0
5362,nm0152035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,2013.0,34757.0
5363,nm0152059,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,6478.0
5364,nm0152082,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2006.0,22926.0
5365,nm0152171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1988.0,1049.0
5366,nm0152204,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1963.0,20967.0
5367,nm0152211,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2005.0,694.0
5368,nm0152231,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,15994.0
5369,nm0152237,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994.0,18.0
5370,nm0152239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000.0,274.0
5371,nm0152245,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,1,0,0,0,2,0,0,4,1974.0,639.0
5372,nm0152261,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,3,1967.0,3146.0
5373,nm0152349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997.0,16.0
5374,nm0152361,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1964.0,1341.0
5375,nm0152521,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1988.0,74674.0
5376,nm0152571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2013.0,16632.0
5377,nm0152638,2,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1999.0,51128.0
5378,nm0152647,0,0,0,0,0,11,0,2,0,19,0,1,0,0,1,1,1,3,0,0,1,0,0,23,2002.0,380.0
5379,nm0152689,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1989.0,113.0
5380,nm0152713,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1996.0,3518.0
5381,nm0152747,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1981.0,11145.0
5382,nm0152791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978.0,9.0
5383,nm0152798,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1972.0,34.0
5384,nm0152812,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2017.0,35.0
5385,nm0152839,4,0,12,7,0,6,0,2,0,2,9,6,0,0,0,6,0,0,1,0,0,0,0,12,2013.0,16139.0
5386,nm0152848,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,754.0
5387,nm0152955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987.0,21.0
5388,nm0152959,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1980.0,3116.0
5389,nm0152986,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2006.0,3695.0
5390,nm0153100,3,0,3,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,3,2007.0,37813.0
5391,nm0153158,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,15.0
5392,nm0153182,0,0,0,0,1,1,0,2,0,2,0,1,0,1,1,1,1,0,0,1,1,0,0,3,1982.0,30863.0
5393,nm0153186,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,4298.0
5394,nm0153340,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2001.0,335.0
5395,nm0153350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2009.0,136.0
5396,nm0153353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969.0,35.0
5397,nm0153381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,2828.0
5398,nm0153405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1962.0,41.0
5399,nm0153416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1965.0,49.0
5400,nm0153480,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994.0,56.0
5401,nm0153488,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,1034.0
5402,nm0153493,0,0,0,0,0,4,0,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,8,1965.0,245.0
5403,nm0153507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1963.0,4406.0
5404,nm0153686,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1974.0,3751.0
5405,nm0153719,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,14036.0
5406,nm0153733,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995.0,46054.0
5407,nm0153738,0,0,3,3,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2001.0,671123.0
5408,nm0153981,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1985.0,1095.0
5409,nm0153993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1987.0,76.0
5410,nm0153997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,328.0
5411,nm0153998,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1976.0,3585.0
5412,nm0154000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,2475.0
5413,nm0154007,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1999.0,425.0
5414,nm0154010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1973.0,988.0
5415,nm0154012,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1976.0,376.0
5416,nm0154059,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1989.0,20364.0
5417,nm0154071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2000.0,25272.0
5418,nm0154187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016.0,12833.0
5419,nm0154210,0,0,0,0,0,4,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2010.0,1138.0
5420,nm0154226,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,2,1,0,1,0,0,3,2013.0,13599.0
