,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes
5421,nm0154290,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1969.0,82.0
5422,nm0154299,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1987.0,5912.0
5423,nm0154317,1,0,0,0,0,1,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,3,1979.0,532.0
5424,nm0154319,0,0,0,0,0,2,0,2,0,8,0,0,0,0,0,0,2,1,0,0,2,0,0,9,1983.0,457.0
5425,nm0154358,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,46.0
5426,nm0154365,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1975.0,198.0
5427,nm0154372,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1980.0,110.0
5428,nm0154380,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2006.0,142.0
5429,nm0154406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1972.0,3991.0
5430,nm0154409,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,71.0
5431,nm0154412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1984.0,20023.0
5432,nm0154509,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2002.0,2560.0
5433,nm0154663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1998.0,7036.0
5434,nm0154703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977.0,59.0
5435,nm0154707,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,6,1993.0,4985.0
5436,nm0154708,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1269.0
5437,nm0154983,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,531.0
5438,nm0155072,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1966.0,1224.0
5439,nm0155098,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1984.0,1170.0
5440,nm0155102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1986.0,11056.0
5441,nm0155112,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,19.0
5442,nm0155134,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1977.0,64.0
5443,nm0155141,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1978.0,49.0
5444,nm0155211,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2003.0,28272.0
5445,nm0155365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,16.0
5446,nm0155389,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,3,2017.0,4211.0
5447,nm0155392,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2016.0,27351.0
5448,nm0155395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1970.0,1493.0
5449,nm0155607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,2,2010.0,5152.0
5450,nm0155693,1,0,2,4,0,7,0,0,0,1,4,2,0,0,0,1,0,2,0,0,0,0,0,7,2013.0,35900.0
5451,nm0155723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1987.0,12113.0
5452,nm0155824,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1994.0,243.0
5453,nm0155847,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992.0,613.0
5454,nm0155913,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,10459.0
5455,nm0156017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998.0,1162.0
5456,nm0156187,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,5481.0
5457,nm0156228,0,0,0,2,1,25,0,4,0,27,0,0,1,2,0,0,1,5,0,0,4,0,0,39,1999.0,485.0
5458,nm0156235,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999.0,68.0
5459,nm0156345,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,11395.0
5460,nm0156444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001.0,6371.0
5461,nm0156629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,439.0
5462,nm0156636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,18.0
5463,nm0156654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1974.0,27.0
5464,nm0156660,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,5,2001.0,999.0
5465,nm0156697,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2006.0,76.0
5466,nm0156698,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,20.0
5467,nm0156699,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,6473.0
5468,nm0156737,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1986.0,5438.0
5469,nm0156748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,10.0
5470,nm0156761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968.0,38.0
5471,nm0156849,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2000.0,2498.0
5472,nm0156955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1974.0,5189.0
5473,nm0156994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,15.0
5474,nm0157023,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2019.0,1441.0
5475,nm0157067,1,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1970.0,2181.0
5476,nm0157098,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2009.0,3119.0
5477,nm0157105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,24.0
5478,nm0157120,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2011.0,5926.0
5479,nm0157133,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1995.0,22723.0
5480,nm0157236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977.0,34.0
5481,nm0157255,0,0,0,0,0,4,0,1,0,6,0,0,0,0,1,0,0,2,0,0,1,0,0,7,1986.0,614.0
5482,nm0157323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,16.0
5483,nm0157410,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2017.0,27204.0
5484,nm0157443,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1966.0,2364.0
5485,nm0157461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1988.0,2231.0
5486,nm0157607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1982.0,6804.0
5487,nm0157672,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1999.0,11464.0
5488,nm0157762,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,52.0
5489,nm0157796,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1980.0,10003.0
5490,nm0157905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993.0,18882.0
5491,nm0157915,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015.0,5833.0
5492,nm0157948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1977.0,1634.0
5493,nm0158026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1964.0,18365.0
5494,nm0158103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1963.0,52.0
5495,nm0158152,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2022.0,2953.0
5496,nm0158162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1981.0,6733.0
5497,nm0158180,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,1371.0
5498,nm0158306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2007.0,9769.0
5499,nm0158327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,160.0
5500,nm0158516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008.0,1765.0
5501,nm0158615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1996.0,1271.0
5502,nm0158626,0,0,1,4,0,5,0,1,0,5,1,1,1,0,1,0,2,1,1,0,1,0,0,10,2014.0,83234.0
5503,nm0158632,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2022.0,9124.0
5504,nm0158648,1,0,0,1,1,0,1,0,0,4,0,0,0,1,0,0,0,3,0,1,0,0,0,4,2004.0,4031.0
5505,nm0158666,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1990.0,10271.0
5506,nm0158678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1979.0,1214.0
5507,nm0158762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2000.0,1027.0
5508,nm0158763,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1998.0,3576.0
5509,nm0158830,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1999.0,2290.0
5510,nm0158838,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005.0,1310.0
5511,nm0158856,8,0,1,2,1,1,0,5,0,11,1,0,1,2,2,0,1,3,1,1,7,0,0,14,2006.0,104114.0
5512,nm0158898,0,0,0,0,0,2,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2019.0,157.0
5513,nm0158905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,3018.0
5514,nm0158936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987.0,21.0
5515,nm0158979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987.0,122.0
5516,nm0158999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1974.0,41.0
5517,nm0159129,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1992.0,175.0
5518,nm0159177,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,1166.0
5519,nm0159258,1,0,0,0,1,3,0,1,0,5,0,0,0,1,0,0,0,2,2,0,0,0,0,6,1974.0,37993.0
5520,nm0159363,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,122.0
5521,nm0159376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,32.0
5522,nm0159394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993.0,11.0
5523,nm0159527,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1990.0,1122.0
5524,nm0159664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,4567.0
5525,nm0159776,0,0,0,0,1,3,0,2,0,7,0,0,0,0,1,0,2,1,0,0,3,0,0,8,2009.0,20344.0
5526,nm0159789,6,0,0,3,1,2,0,4,0,7,0,2,0,2,0,0,1,2,3,0,3,0,0,12,2008.0,194827.0
5527,nm0159802,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2010.0,56893.0
5528,nm0159907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,1015.0
5529,nm0160004,3,0,1,2,0,0,0,1,0,0,1,0,0,0,3,0,0,0,3,0,2,0,0,4,1992.0,44042.0
5530,nm0160009,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,4528.0
5531,nm0160046,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1965.0,1061.0
5532,nm0160048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,84.0
5533,nm0160049,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2013.0,10732.0
5534,nm0160119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1965.0,1496.0
5535,nm0160287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1961.0,23242.0
5536,nm0160400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,1086.0
5537,nm0160410,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968.0,220.0
5538,nm0160452,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1988.0,9902.0
5539,nm0160532,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1972.0,3507.0
5540,nm0160534,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1976.0,504.0
5541,nm0160542,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2008.0,5365.0
5542,nm0160550,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1980.0,15868.0
5543,nm0160553,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,12739.0
5544,nm0160647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1994.0,3923.0
5545,nm0160836,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2002.0,2885.0
5546,nm0160876,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2002.0,1529.0
5547,nm0160985,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1971.0,6042.0
5548,nm0161046,0,0,0,0,1,2,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,5,2009.0,3342.0
5549,nm0161133,2,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,2,2,0,0,4,0,0,8,2012.0,7496.0
5550,nm0161136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998.0,1050.0
5551,nm0161149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,1893.0
5552,nm0161206,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,1988.0,3640.0
5553,nm0161323,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,96.0
5554,nm0161355,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2003.0,2178.0
5555,nm0161393,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1963.0,2609.0
5556,nm0161515,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,8964.0
5557,nm0161607,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2016.0,440.0
5558,nm0161671,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,1334.0
5559,nm0161699,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015.0,14.0
5560,nm0161701,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,3,2011.0,381.0
5561,nm0161710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2005.0,778.0
5562,nm0161717,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1995.0,4581.0
5563,nm0161720,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1998.0,70.0
5564,nm0161765,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1990.0,5879.0
5565,nm0161850,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1965.0,86.0
5566,nm0161862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1969.0,3924.0
5567,nm0161889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1980.0,63759.0
5568,nm0161893,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995.0,2158.0
5569,nm0161974,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,1680.0
5570,nm0161980,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1988.0,4125.0
5571,nm0162012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1962.0,2670.0
5572,nm0162223,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1990.0,2726.0
5573,nm0162281,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,2011.0,24430.0
5574,nm0162283,0,0,0,0,2,0,0,3,0,5,0,0,1,2,1,0,4,0,1,0,5,0,1,8,1967.0,16134.0
5575,nm0162326,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1969.0,1613.0
5576,nm0162361,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,1978.0,93740.0
5577,nm0162453,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,2,1980.0,1394.0
5578,nm0162502,0,0,0,0,0,0,0,0,1,5,0,2,0,1,0,0,1,0,0,0,0,0,0,6,2000.0,270.0
5579,nm0162541,1,0,0,1,1,1,0,3,0,3,0,0,0,0,0,0,1,1,1,1,3,0,0,5,1975.0,19480.0
5580,nm0162697,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2006.0,98.0
5581,nm0162791,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,1534.0
5582,nm0162869,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,386.0
5583,nm0162880,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985.0,108.0
5584,nm0162911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,1993.0
5585,nm0162947,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2005.0,557.0
5586,nm0162948,2,0,0,0,0,3,0,1,0,7,0,1,1,2,1,0,1,1,0,0,1,0,1,9,1970.0,7085.0
5587,nm0162950,0,0,0,0,0,4,0,0,1,5,0,0,0,1,1,1,0,1,0,0,0,0,0,6,2000.0,132.0
5588,nm0163051,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,7.0
5589,nm0163095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969.0,15.0
5590,nm0163209,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1964.0,107.0
5591,nm0163223,0,0,1,0,0,4,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,5,2021.0,274.0
5592,nm0163226,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1983.0,438.0
5593,nm0163229,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1966.0,41.0
5594,nm0163250,1,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,1,0,0,0,2,0,0,3,1989.0,7096.0
5595,nm0163288,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,58.0
5596,nm0163303,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1980.0,284.0
5597,nm0163429,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1988.0,22896.0
5598,nm0163493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1966.0,5899.0
5599,nm0163588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960.0,44.0
5600,nm0163659,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991.0,10584.0
5601,nm0163748,1,0,0,0,0,1,0,3,0,6,0,1,1,0,1,0,2,1,1,1,1,0,0,7,1983.0,12510.0
5602,nm0163764,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,3226.0
5603,nm0163939,0,0,0,0,0,3,1,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,4,1963.0,2576.0
5604,nm0163988,1,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,0,3,0,0,4,2015.0,17252.0
5605,nm0164024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1990.0,14930.0
5606,nm0164050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960.0,1819.0
5607,nm0164153,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1965.0,209.0
5608,nm0164262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1974.0,4354.0
5609,nm0164273,2,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1985.0,4929.0
5610,nm0164339,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1982.0,13662.0
5611,nm0164379,0,0,0,0,0,0,2,1,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,3,1967.0,2794.0
5612,nm0164540,1,0,0,0,0,1,0,3,0,5,1,0,0,0,0,0,2,0,1,0,4,0,4,8,1972.0,6893.0
5613,nm0164633,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1984.0,10126.0
5614,nm0164642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969.0,1723.0
5615,nm0164680,1,0,0,3,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1986.0,8301.0
5616,nm0164750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997.0,33.0
5617,nm0164809,4,0,0,2,8,0,0,4,0,15,0,1,4,5,2,0,4,1,1,0,10,1,1,19,2016.0,102525.0
5618,nm0164838,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1064.0
5619,nm0164873,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1998.0,1951.0
5620,nm0164891,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,8175.0
5621,nm0164918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1993.0,17512.0
5622,nm0164929,1,0,0,0,0,1,0,3,0,4,0,0,0,0,1,0,1,1,1,0,2,0,0,5,2013.0,11942.0
5623,nm0164950,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1981.0,1278.0
5624,nm0164967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1960.0,2169.0
5625,nm0164999,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1968.0,1515.0
5626,nm0165049,2,0,0,1,0,2,0,3,0,2,0,0,0,0,0,1,0,1,2,0,1,0,0,4,1984.0,254365.0
5627,nm0165101,1,0,0,0,3,6,0,3,0,20,0,1,0,3,2,0,5,11,1,1,5,0,0,23,2007.0,54239.0
