,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films,anneeSortie,nbVotes
9868,nm2611971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2019.0,6999.0
9869,nm2612991,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,69719.0
9870,nm2613084,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,452.0
9871,nm2613435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,28.0
9872,nm2613934,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2021.0,1368.0
9873,nm2614266,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2021.0,1368.0
9874,nm2616523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2019.0,3561.0
9875,nm2616669,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,16346.0
9876,nm2617617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2020.0,4571.0
9877,nm2618128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2016.0,4578.0
9878,nm2618764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2018.0,38922.0
9879,nm2619779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,1961.0
9880,nm2620255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,1279.0
9881,nm2621400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,92.0
9882,nm2621810,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,2,2018.0,9498.0
9883,nm2621812,0,0,2,2,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2014.0,5498.0
9884,nm2624007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,27.0
9885,nm2627662,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2017.0,541.0
9886,nm2630323,0,0,0,0,0,3,0,1,2,4,0,0,0,0,0,0,1,1,0,0,1,0,0,6,2015.0,30143.0
9887,nm2632504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,14853.0
9888,nm2634746,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2020.0,33256.0
9889,nm2636212,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1990.0,5076.0
9890,nm2638662,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020.0,1157.0
9891,nm2639032,2,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,3,2015.0,32482.0
9892,nm2640138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,4592.0
9893,nm2644285,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2020.0,370.0
9894,nm2645127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,407.0
9895,nm2645944,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2018.0,3304.0
9896,nm2647119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,1946.0
9897,nm2647420,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,2,2021.0,3752.0
9898,nm2648685,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,0,0,0,0,3,2015.0,86450.0
9899,nm2652148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015.0,3559.0
9900,nm2653170,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2018.0,3897.0
9901,nm2656048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2016.0,5971.0
9902,nm2656528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,1619.0
9903,nm2657919,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,7248.0
9904,nm2658317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,20.0
9905,nm2662871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023.0,2122.0
9906,nm2666268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,9365.0
9907,nm2666818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024.0,3126.0
9908,nm2667785,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018.0,28.0
9909,nm2668884,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,771.0
9910,nm2669365,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018.0,8.0
9911,nm2670218,4,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2018.0,7622.0
9912,nm2670683,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,3796.0
9913,nm2671096,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2020.0,18046.0
9914,nm2671270,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,17865.0
9915,nm2673616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,1095.0
9916,nm2674307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,3,2015.0,42633.0
9917,nm2674918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,7.0
9918,nm2675885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,2835.0
9919,nm2676052,5,0,0,2,1,0,0,1,0,3,0,0,0,1,0,0,1,0,3,0,1,0,0,5,2017.0,367834.0
9920,nm2677390,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,5920.0
9921,nm2677924,0,0,2,1,1,1,0,1,0,2,1,1,0,0,0,1,1,0,0,0,1,0,0,4,2014.0,4491.0
9922,nm2681729,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020.0,479.0
9923,nm2683602,0,0,0,1,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2018.0,924.0
9924,nm2684095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2016.0,15403.0
9925,nm2685346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,5790.0
9926,nm2686295,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,113.0
9927,nm2687285,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2007.0,29107.0
9928,nm2688320,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,2,2012.0,31883.0
9929,nm2691054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2017.0,82.0
9930,nm2692256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,20.0
9931,nm2692858,1,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,3,3,0,0,3,0,0,6,2016.0,16124.0
9932,nm2693511,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2009.0,18.0
9933,nm2694309,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2014.0,37190.0
9934,nm2694389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,1004.0
9935,nm2695239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,28.0
9936,nm2695332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,8.0
9937,nm2696640,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,8.0
9938,nm2697944,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2011.0,3891.0
9939,nm2698215,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2020.0,4382.0
9940,nm2699094,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2018.0,1900.0
9941,nm2700559,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,27247.0
9942,nm2703694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,23.0
9943,nm2703824,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2020.0,11097.0
9944,nm2704505,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,27247.0
9945,nm2704602,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,4016.0
9946,nm2704895,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,5486.0
9947,nm2705766,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2020.0,1188.0
9948,nm2705923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,2,2020.0,44216.0
9949,nm2707210,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2020.0,27534.0
9950,nm2707986,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,1495.0
9951,nm2708306,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,4483.0
9952,nm2710471,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2015.0,22736.0
9953,nm2710633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,209.0
9954,nm2716464,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2016.0,1190.0
9955,nm2717602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2022.0,14674.0
9956,nm2718811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023.0,127.0
9957,nm2719270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,7350.0
9958,nm2720681,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2020.0,27917.0
9959,nm2722653,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,16720.0
9960,nm2723103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,8.0
9961,nm2725627,2,0,0,1,0,4,0,0,0,0,0,1,0,0,6,0,2,0,3,0,1,0,0,6,2016.0,14619.0
9962,nm2726126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,2135.0
9963,nm2726915,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2011.0,3491.0
9964,nm2731492,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2020.0,7195.0
9965,nm2732016,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017.0,2412.0
9966,nm2736522,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,17.0
9967,nm2738755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,2,2022.0,3366.0
9968,nm2742589,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2020.0,2013.0
9969,nm2746964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,2088.0
9970,nm2746993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,4508.0
9971,nm2748359,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017.0,1170.0
9972,nm2752098,0,0,2,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2016.0,71326.0
9973,nm2753071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,1197.0
9974,nm2753976,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,2462.0
9975,nm2754122,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2020.0,4641.0
9976,nm2754444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2008.0,645.0
9977,nm2755970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2016.0,5182.0
9978,nm2756007,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,10605.0
9979,nm2756735,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2012.0,1023.0
9980,nm2756908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,22.0
9981,nm2757258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,2424.0
9982,nm2758359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,33.0
9983,nm2761475,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2017.0,997.0
9984,nm2761497,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019.0,117.0
9985,nm2762302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2022.0,8603.0
9986,nm2764304,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2017.0,16161.0
9987,nm2770831,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,26578.0
9988,nm2774033,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,2731.0
9989,nm2775497,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,2018.0,16592.0
9990,nm2776774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,41802.0
9991,nm2778420,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2022.0,7401.0
9992,nm2778754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,4391.0
9993,nm2781816,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,1526.0
9994,nm2782185,2,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2014.0,270358.0
9995,nm2782402,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2022.0,10374.0
9996,nm2782798,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,9350.0
9997,nm2782976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,2229.0
9998,nm2784978,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,4761.0
9999,nm2785946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015.0,1245.0
10000,nm2787176,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015.0,10184.0
10001,nm2788015,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2020.0,106184.0
10002,nm2788440,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2018.0,20157.0
10003,nm2790431,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,3,2012.0,9323.0
10004,nm2790548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2017.0,2276.0
10005,nm2790991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021.0,3349.0
10006,nm2791866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2022.0,295.0
10007,nm2791932,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,3,2012.0,9323.0
10008,nm2795127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,19106.0
10009,nm2798580,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2016.0,1188.0
10010,nm2800717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2022.0,11349.0
10011,nm2804532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,2,2016.0,10562.0
10012,nm2805715,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2020.0,7822.0
10013,nm2806105,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2019.0,192.0
10014,nm2808147,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2018.0,1255.0
10015,nm2808505,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2022.0,23927.0
10016,nm2808919,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2021.0,9.0
10017,nm2809195,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2022.0,23927.0
10018,nm2809384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2007.0,1552.0
10019,nm2810208,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,28536.0
10020,nm2812431,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,1612.0
10021,nm2812820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,1413.0
10022,nm2815252,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2016.0,2038.0
10023,nm2816195,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,14787.0
10024,nm2816668,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2009.0,152884.0
10025,nm2816740,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,10.0
10026,nm2818863,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2021.0,4629.0
10027,nm2819316,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2011.0,13525.0
10028,nm2819449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2019.0,2076.0
10029,nm2826867,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2021.0,6790.0
10030,nm2829542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020.0,3105.0
10031,nm2830283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2020.0,10063.0
10032,nm2830317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2020.0,10063.0
10033,nm2830839,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,1,3,2018.0,8983.0
10034,nm2831668,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2017.0,45.0
10035,nm2833230,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,15566.0
10036,nm2834372,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2022.0,932.0
10037,nm2834849,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,77448.0
10038,nm2835452,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,2576.0
10039,nm2835901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2020.0,2791.0
10040,nm2836676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2015.0,15510.0
10041,nm2837673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021.0,4592.0
10042,nm2838692,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2008.0,2702.0
10043,nm2839098,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019.0,424.0
10044,nm2839246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,95.0
10045,nm2841936,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2016.0,5524.0
10046,nm2842319,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,9132.0
10047,nm2843837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1871.0
10048,nm2847370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2021.0,68470.0
10049,nm2850285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2015.0,19352.0
10050,nm2852004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022.0,5662.0
10051,nm2853069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2023.0,23564.0
10052,nm2853516,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2014.0,49556.0
10053,nm2854538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,2031.0
10054,nm2854747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019.0,7129.0
10055,nm2856535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,3896.0
10056,nm2856727,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2020.0,8917.0
10057,nm2857829,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2010.0,8348.0
10058,nm2858850,0,0,0,1,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,3,2020.0,5417.0
10059,nm2859868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2015.0,2703.0
10060,nm2860882,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,2014.0,23846.0
10061,nm2860899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,200.0
10062,nm2866226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,25969.0
10063,nm2868171,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2016.0,13738.0
10064,nm2871432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,3367.0
10065,nm2871592,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,13735.0
10066,nm2873161,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2021.0,2021.0
10067,nm2873754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,1500.0
10068,nm2876079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2020.0,514.0
10069,nm2876242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2022.0,1924.0
10070,nm2877173,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009.0,1462.0
10071,nm2879822,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2020.0,10463.0
10072,nm2880943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2017.0,24032.0
10073,nm2883649,0,0,3,3,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2017.0,21902.0
10074,nm2884474,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2022.0,15940.0
