,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films,anneeSortie,nbVotes
6264,nm0850516,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1999.0,15237.0
6265,nm0850547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,20.0
6266,nm0850733,0,0,3,2,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,2015.0,178605.0
6267,nm0850774,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2022.0,20543.0
6268,nm0850895,0,0,0,0,0,7,0,2,0,0,1,1,0,0,0,1,2,3,0,0,1,0,0,7,1964.0,2932.0
6269,nm0850942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2009.0,97.0
6270,nm0850958,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1991.0,7911.0
6271,nm0851257,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,26.0
6272,nm0851281,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2009.0,171078.0
6273,nm0851288,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1993.0,1340.0
6274,nm0851537,0,0,0,0,0,12,8,1,0,2,1,0,0,0,0,9,0,8,2,0,0,0,1,12,1964.0,3041.0
6275,nm0851707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,133.0
6276,nm0851724,2,0,0,1,1,4,0,6,3,20,1,0,5,5,0,1,1,3,1,0,4,0,0,26,1991.0,3009.0
6277,nm0851731,0,0,0,0,1,2,1,0,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,5,2012.0,607.0
6278,nm0851752,0,0,0,0,1,3,0,0,1,11,0,2,3,3,0,0,0,7,0,0,0,0,0,11,1995.0,2641.0
6279,nm0851754,0,0,0,0,1,3,0,0,1,10,0,2,2,3,0,0,0,6,0,0,0,0,0,10,1993.0,2803.0
6280,nm0851930,2,0,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4,2011.0,278241.0
6281,nm0852244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,192.0
6282,nm0852279,3,0,0,4,0,1,1,0,0,0,1,1,1,0,2,1,0,0,3,0,1,0,2,7,1975.0,17601.0
6283,nm0852363,0,0,0,1,0,4,0,1,0,2,0,1,0,0,0,0,1,2,1,0,1,0,0,4,2005.0,4331.0
6284,nm0853074,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1974.0,3130.0
6285,nm0853238,1,0,0,0,1,1,0,3,0,5,0,0,0,0,1,1,2,0,0,0,3,0,0,6,2017.0,146212.0
6286,nm0853330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023.0,4284.0
6287,nm0853374,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2017.0,23321.0
6288,nm0853380,0,0,0,0,2,1,0,0,0,5,0,2,0,3,0,0,0,2,0,0,1,0,0,5,2008.0,49441.0
6289,nm0853393,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2005.0,1546.0
6290,nm0853404,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1966.0,4348.0
6291,nm0853456,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1978.0,577.0
6292,nm0853480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1986.0,9.0
6293,nm0853546,4,0,0,2,0,2,0,2,0,3,0,0,0,0,3,0,0,2,2,0,6,0,0,7,1985.0,27506.0
6294,nm0853685,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2022.0,143.0
6295,nm0853753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2022.0,2636.0
6296,nm0854578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,22.0
6297,nm0854697,0,0,0,0,2,2,2,0,3,2,0,1,0,1,0,4,0,2,1,0,0,0,0,5,1995.0,8137.0
6298,nm0855035,2,0,0,1,0,7,0,0,0,5,1,0,0,1,0,0,0,9,0,0,0,0,0,9,2004.0,99979.0
6299,nm0855107,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,2,0,0,0,1,0,0,3,1989.0,10365.0
6300,nm0855188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,5748.0
6301,nm0855300,0,0,0,0,2,1,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,3,2010.0,20602.0
6302,nm0855424,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,3737.0
6303,nm0855446,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,1,0,0,0,0,0,4,1976.0,1834.0
6304,nm0856051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,21.0
6305,nm0856267,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1,0,1,0,2,0,0,5,1968.0,8244.0
6306,nm0856319,2,0,0,1,0,2,0,2,0,2,0,0,0,0,2,0,1,1,0,0,2,0,3,6,1970.0,2562.0
6307,nm0856500,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2012.0,2526.0
6308,nm0856628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996.0,18.0
6309,nm0856715,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,1966.0,2680.0
6310,nm0856774,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2009.0,164.0
6311,nm0856803,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,3,2002.0,5403.0
6312,nm0857865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,1169.0
6313,nm0858061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,1401.0
6314,nm0858174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,37.0
6315,nm0858525,1,0,0,1,1,6,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,6,2000.0,61553.0
6316,nm0858686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,2475.0
6317,nm0858873,0,0,0,3,0,12,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,12,1967.0,3765.0
6318,nm0859016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1998.0,3286.0
6319,nm0859323,0,0,0,0,0,15,0,2,0,4,0,0,0,0,0,0,3,2,0,0,1,0,0,16,1994.0,393.0
6320,nm0859387,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1967.0,2117.0
6321,nm0859432,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014.0,55460.0
6322,nm0859436,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1972.0,52.0
6323,nm0859499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2007.0,9769.0
6324,nm0859579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,1134.0
6325,nm0859821,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2021.0,14466.0
6326,nm0859877,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,2012.0,12951.0
6327,nm0859985,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2015.0,428.0
6328,nm0860019,0,0,0,0,1,5,0,0,0,6,0,0,0,1,0,0,0,4,0,0,0,0,0,6,2008.0,2895.0
6329,nm0860117,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,417.0
6330,nm0860483,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,7661.0
6331,nm0861079,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1998.0,70.0
6332,nm0861292,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1993.0,16.0
6333,nm0861362,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2007.0,2233.0
6334,nm0861610,0,0,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,1,0,0,1,0,1,3,2016.0,4944.0
6335,nm0861679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1968.0,1604.0
6336,nm0861703,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,4,1964.0,1954.0
6337,nm0861826,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2022.0,38041.0
6338,nm0861899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2009.0,5321.0
6339,nm0862211,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2012.0,195226.0
6340,nm0862312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,553.0
6341,nm0862407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,10.0
6342,nm0862432,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1988.0,81.0
6343,nm0862911,0,0,3,2,0,3,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,3,2019.0,93506.0
6344,nm0863254,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968.0,2418.0
6345,nm0863387,1,0,0,0,3,2,0,3,0,7,0,0,0,2,0,1,0,1,0,1,1,0,0,7,2010.0,63180.0
6346,nm0863455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992.0,37.0
6347,nm0863477,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020.0,5113.0
6348,nm0863807,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2022.0,11385.0
6349,nm0863816,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2000.0,666.0
6350,nm0864107,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1982.0,206.0
6351,nm0864138,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2021.0,17334.0
6352,nm0864468,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995.0,16010.0
6353,nm0864741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,68.0
6354,nm0864812,1,0,0,0,1,1,0,3,1,4,0,0,0,0,0,2,0,1,0,1,1,0,0,4,1993.0,7550.0
6355,nm0864878,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2021.0,12888.0
6356,nm0865475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,132.0
6357,nm0865572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,2604.0
6358,nm0865651,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2015.0,29.0
6359,nm0865709,1,0,0,2,0,8,1,1,0,6,10,0,0,0,0,1,0,0,1,0,0,0,2,10,1971.0,3461.0
6360,nm0865847,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,3497.0
6361,nm0865918,0,0,0,0,0,8,0,0,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,8,2013.0,127500.0
6362,nm0866062,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1992.0,3752.0
6363,nm0866132,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001.0,16899.0
6364,nm0866707,4,0,4,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,4,1983.0,2049.0
6365,nm0867127,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,3,0,0,3,2013.0,33398.0
6366,nm0867747,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1964.0,1267.0
6367,nm0868153,0,0,0,0,1,1,0,3,1,10,0,0,1,1,0,2,3,6,0,0,2,0,0,11,2000.0,61332.0
6368,nm0868219,4,0,1,4,0,0,0,1,0,7,0,9,1,0,6,1,1,2,3,0,5,0,0,12,2008.0,269441.0
6369,nm0868441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2012.0,3883.0
6370,nm0868482,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962.0,8.0
6371,nm0868643,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1998.0,5735.0
6372,nm0868650,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2012.0,12184.0
6373,nm0868779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,13.0
6374,nm0869427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1969.0,1727.0
6375,nm0869470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993.0,135.0
6376,nm0869473,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1969.0,95.0
6377,nm0869536,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995.0,31.0
6378,nm0869645,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1961.0,204.0
6379,nm0869664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1963.0,7381.0
6380,nm0869715,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2000.0,224.0
6381,nm0869740,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1993.0,104.0
6382,nm0869857,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2020.0,7342.0
6383,nm0870186,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1989.0,12298.0
6384,nm0870204,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2007.0,15337.0
6385,nm0870313,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2006.0,1462.0
6386,nm0870389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984.0,14.0
6387,nm0870469,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,2,0,0,2,2019.0,306218.0
6388,nm0870800,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1979.0,1067.0
6389,nm0870841,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,3,0,0,1,0,0,4,2014.0,8626.0
6390,nm0871031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,77.0
6391,nm0871086,0,0,0,0,1,2,0,5,0,7,0,0,0,1,0,0,0,1,0,0,1,0,0,7,2007.0,5358.0
6392,nm0871188,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2008.0,19079.0
6393,nm0871428,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,3,2012.0,153501.0
6394,nm0871520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1977.0,1951.0
6395,nm0871779,0,0,0,0,0,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1992.0,81.0
6396,nm0871860,4,0,0,0,1,6,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2012.0,77461.0
6397,nm0872045,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,18629.0
6398,nm0872062,5,0,0,3,0,1,0,2,0,5,1,1,1,0,3,0,0,0,2,0,0,0,0,7,1985.0,4216.0
6399,nm0872316,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,3480.0
6400,nm0872765,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2014.0,3387.0
6401,nm0872809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1978.0,3339.0
6402,nm0873006,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,2,0,0,7,1977.0,162.0
6403,nm0873211,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,4,2008.0,196.0
6404,nm0873260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,485.0
6405,nm0873266,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2004.0,3396.0
6406,nm0873385,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1991.0,1440.0
6407,nm0873640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1986.0,74.0
6408,nm0873779,1,0,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,3,1996.0,268828.0
6409,nm0874093,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2012.0,4550.0
6410,nm0874096,0,0,1,0,0,5,0,1,0,8,0,0,1,2,0,1,1,4,0,0,1,0,0,9,2002.0,4656.0
6411,nm0874308,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1971.0,19075.0
6412,nm0874320,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1978.0,23036.0
6413,nm0874550,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1992.0,36.0
6414,nm0875354,2,0,0,0,0,2,0,1,0,7,0,3,0,1,7,0,1,2,3,0,4,0,0,10,1998.0,5638.0
6415,nm0875453,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,2009.0,31982.0
6416,nm0875468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,2,2002.0,7462.0
6417,nm0875744,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1972.0,2296.0
6418,nm0875793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2010.0,112960.0
6419,nm0876146,1,0,0,1,0,2,0,1,0,4,0,2,0,0,1,1,1,0,0,1,2,0,0,6,2006.0,1266.0
6420,nm0876227,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1985.0,11035.0
6421,nm0876287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2021.0,73.0
6422,nm0876619,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2007.0,1302.0
6423,nm0876942,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2009.0,525.0
6424,nm0877366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2004.0,11513.0
6425,nm0877382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2006.0,6739.0
6426,nm0877427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2021.0,3341.0
6427,nm0878031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,718.0
6428,nm0878638,4,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,4,0,5,0,5,0,0,7,2002.0,118866.0
6429,nm0878756,2,0,0,0,0,2,0,4,0,10,0,2,0,0,0,0,2,5,1,0,5,0,0,10,2004.0,106726.0
6430,nm0878763,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,1,0,0,2,2015.0,658239.0
6431,nm0879403,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2002.0,34.0
6432,nm0879406,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000.0,49.0
6433,nm0879755,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1965.0,1408.0
6434,nm0879812,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,3016.0
6435,nm0879853,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1972.0,17484.0
6436,nm0879960,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2014.0,8734.0
6437,nm0880085,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,1138.0
6438,nm0880302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,1296.0
6439,nm0880521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,6329.0
6440,nm0880618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1960.0,2169.0
6441,nm0880658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,18.0
6442,nm0881038,2,0,0,1,0,4,0,0,0,1,1,2,0,0,1,0,0,2,1,0,0,0,1,5,1993.0,55754.0
6443,nm0881245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1989.0,6.0
6444,nm0881279,0,0,2,2,0,2,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,2014.0,780190.0
6445,nm0881461,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,1550.0
6446,nm0881762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2011.0,5651.0
6447,nm0882190,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1962.0,1398.0
6448,nm0882330,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1999.0,72040.0
6449,nm0882403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,233.0
6450,nm0882997,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2018.0,858.0
6451,nm0883609,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1984.0,19553.0
6452,nm0884547,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,3,4,1971.0,10166.0
6453,nm0884649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,67.0
6454,nm0884659,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,2,0,0,0,3,0,0,4,2010.0,2957.0
6455,nm0885077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984.0,1121.0
6456,nm0885108,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2002.0,3052.0
6457,nm0885188,0,0,0,0,0,4,0,1,2,4,0,0,1,0,0,0,0,2,1,0,1,0,0,13,2002.0,97.0
6458,nm0885249,0,0,0,1,3,2,0,0,0,7,0,0,0,2,0,0,0,2,0,0,1,0,0,7,2009.0,130594.0
6459,nm0885504,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1966.0,116.0
6460,nm0885529,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,5228.0
6461,nm0885684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976.0,10.0
6462,nm0886015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978.0,9.0
6463,nm0886789,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1986.0,37.0
6464,nm0886976,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020.0,64121.0
6465,nm0887174,3,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1986.0,28251.0
6466,nm0887351,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1986.0,12905.0
6467,nm0887375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,318.0
6468,nm0887452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2014.0,61242.0
6469,nm0887708,1,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1969.0,3258.0
6470,nm0888079,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015.0,6.0
