,nconst
207732,nm0000424
207733,nm0000818
207734,nm0665554
207735,nm0000457
207742,nm0002231
207743,nm0293739
207744,nm0513586
207745,nm0439344
207752,nm0094789
207753,nm0836681
207754,nm0818686
207755,nm0836684
207762,nm0320801
207763,nm0138405
207764,nm0302125
207765,nm0491028
207772,nm0688497
207773,nm0898317
207774,nm0087186
207775,nm0201319
207782,nm0056763
207783,nm0320760
207784,nm0480942
207785,nm0590732
207792,nm1423898
207793,nm0320801
207794,nm0664243
207795,nm0499532
207802,nm0000804
207803,nm0045870
207804,nm0081175
207805,nm0087141
207812,nm0140649
207813,nm0194662
207814,nm0070987
207815,nm0379587
207820,nm0432040
207821,nm0553027
207822,nm0320801
207823,nm0201462
207830,nm0383286
207831,nm0552134
207832,nm0310339
207833,nm0335203
207840,nm0746029
207841,nm0127507
207842,nm0311103
207843,nm0143479
207850,nm0619605
207851,nm0098586
207852,nm0196566
207853,nm0811711
207860,nm0218843
207868,nm0021835
207869,nm0652808
207870,nm0347453
207871,nm0432553
207873,nm0359160
207874,nm0515058
207875,nm8775937
207882,nm0006939
207883,nm0115730
207884,nm0187337
207885,nm0105475
207893,nm0044865
207894,nm0545838
207895,nm0320929
207896,nm0171993
207903,nm0537571
207904,nm0885098
207905,nm0240638
207906,nm0868139
207913,nm0092184
207914,nm0399437
207915,nm0399468
207916,nm0483776
207923,nm0157255
207924,nm0672269
207925,nm0142674
207926,nm1266593
207933,nm0000272
207934,nm0000460
207935,nm0001409
207936,nm0814718
207943,nm0501602
207944,nm0156228
207945,nm0581832
207946,nm0006573
207953,nm0842918
207954,nm0308042
207955,nm0308039
207956,nm0031785
207963,nm0001095
207964,nm0901812
207965,nm0293889
207966,nm0656180
207973,nm0706921
207974,nm0726181
207975,nm0499062
207976,nm0687336
207985,nm0004462
207986,nm0000962
207987,nm0773932
207988,nm0241484
207995,nm0634500
207996,nm0747690
207997,nm4570955
207998,nm4468316
208002,nm0785664
208003,nm0320760
208004,nm0167467
208005,nm0000872
208012,nm0221903
208013,nm0553027
208014,nm0108400
208015,nm0096501
208023,nm0401247
208024,nm0401247
208025,nm0833708
208026,nm0833708
208027,nm0021835
208028,nm0719914
208029,nm0503800
208030,nm0293739
208037,nm0063227
208038,nm0063227
208039,nm0271446
208040,nm0558476
208050,nm0000322
208051,nm0396136
208052,nm0145880
208053,nm0746972
208060,nm0756190
208061,nm0046175
208062,nm0162869
208063,nm0226022
208070,nm0002105
208071,nm0693799
208072,nm0230695
208073,nm0819465
208074,nm0115730
208075,nm0167388
208076,nm0000218
208077,nm0000869
208084,nm0933727
208085,nm0001012
208086,nm0386542
208087,nm0900004
208094,nm0072556
208095,nm0337582
208096,nm0492089
208097,nm0000367
208104,nm0734000
208105,nm0086924
208106,nm0037096
208107,nm0066865
208110,nm1135053
208111,nm0036058
208112,nm0038450
208113,nm2010970
208120,nm0344081
208121,nm0946160
208122,nm0350746
208123,nm0201669
208132,nm0719914
208133,nm0033329
208134,nm0001393
208135,nm0762240
208142,nm0836681
208143,nm0597679
208144,nm0858651
208145,nm0858798
208152,nm0025857
208153,nm0756752
208154,nm0899763
208155,nm0649281
208162,nm0494571
208163,nm0738788
208164,nm0746009
208165,nm0624321
208172,nm0034079
208173,nm0503800
208174,nm0086116
208175,nm0903964
208182,nm0008771
208183,nm0008772
208184,nm0378905
208185,nm0504277
208191,nm0681566
208192,nm0681566
208193,nm0000215
208194,nm0000215
208195,nm0698921
208196,nm0582126
208197,nm0634449
208198,nm0767872
208205,nm0105475
208206,nm0034079
208207,nm0092381
208208,nm0099371
208215,nm0000419
208216,nm0594746
208217,nm0664388
208218,nm0762203
208219,nm0598335
208220,nm0167515
208227,nm0637050
208228,nm0439720
208229,nm0028106
208230,nm0078109
208237,nm0078744
208238,nm0244789
208239,nm0324067
208240,nm0403246
208245,nm0540800
208246,nm0603379
208247,nm0369202
208248,nm0953412
208255,nm0092184
208256,nm0539022
208257,nm0059974
208258,nm0087141
208265,nm0933727
208266,nm0350746
208267,nm0686263
208268,nm0180404
208275,nm0536230
208276,nm0075807
208277,nm0296594
208278,nm0889991
208285,nm0044535
208286,nm0898317
208287,nm0901812
208288,nm0069711
208296,nm0047575
208297,nm0159376
208298,nm0547355
208299,nm0149289
208306,nm0274008
208307,nm0246822
208308,nm0909012
208309,nm0303574
208316,nm0187337
208317,nm0096501
208318,nm0433564
208319,nm0063227
208326,nm0320762
208327,nm0674701
208328,nm0040939
208329,nm0738396
208336,nm0001376
208337,nm0001095
208338,nm0613577
208339,nm0194759
208346,nm0142685
208347,nm0491422
208348,nm0420700
208349,nm0087065
208357,nm0933727
208358,nm0138405
208359,nm0282530
208360,nm0240638
208367,nm0762636
208368,nm0653465
208369,nm0058153
208370,nm0653732
208377,nm0194662
208378,nm0059442
208379,nm0014861
208380,nm0093606
208387,nm0144812
208388,nm0542063
208389,nm0873005
208390,nm0582074
208397,nm0450044
208398,nm0418458
208399,nm0061892
208400,nm0142068
208407,nm0704719
208408,nm0577288
208409,nm0624536
208410,nm0014105
208417,nm0040939
208418,nm0000218
208419,nm0075807
208420,nm0001250
208427,nm0000218
208428,nm0280955
208429,nm0344932
208430,nm0785037
208437,nm0007069
208438,nm0483776
208439,nm0099371
208440,nm0184004
208447,nm0221903
208448,nm0000852
208449,nm0866251
208450,nm0287333
208457,nm0000882
208458,nm0060657
208459,nm0006939
208460,nm0951456
208467,nm0551217
208468,nm0369202
208469,nm0094782
208470,nm0310364
208477,nm0094789
208478,nm0466869
208479,nm0846648
208480,nm0905137
208487,nm0003508
208488,nm0244850
208489,nm0513299
208490,nm0053384
208496,nm0551217
208497,nm0419951
208498,nm0045994
208499,nm0194202
208506,nm0148142
208507,nm0537571
208508,nm0674742
208509,nm0315767
208516,nm0603090
208517,nm0001409
208518,nm0738887
208519,nm0163303
208526,nm0001958
208527,nm0000945
208528,nm0491028
208529,nm0060651
208536,nm0092184
208537,nm0000618
208538,nm0059974
208539,nm0079341
208546,nm0002105
208547,nm0102518
208548,nm0513375
208549,nm0221527
208556,nm0862400
208557,nm0582825
208558,nm0098928
208559,nm0268983
208566,nm0785664
208567,nm0739067
208568,nm0095277
208569,nm0395248
208576,nm0953381
208577,nm0167515
208578,nm0968605
208579,nm0195008
208586,nm0292015
208587,nm0612840
208588,nm0200469
208589,nm0000872
208596,nm0000619
208597,nm0558476
208598,nm0352278
208599,nm0792189
208604,nm0136597
208605,nm0656541
208606,nm0001409
208607,nm0784523
208614,nm0634159
208615,nm0719914
208616,nm0453204
208617,nm0154319
208624,nm0297004
208625,nm0133049
208626,nm0490765
208627,nm0076306
208634,nm0178532
208635,nm0663246
208636,nm0600038
208637,nm0745510
208644,nm0201462
208645,nm0512071
208646,nm0282530
208647,nm0523468
208654,nm0228161
208655,nm0785683
208656,nm0316390
208657,nm0491325
208664,nm0000606
208665,nm0000606
208666,nm0559144
208667,nm0244019
208675,nm0487254
208676,nm0156228
208677,nm0156228
208678,nm0320760
208694,nm0000482
208695,nm0822868
208696,nm0416528
208697,nm0562807
208699,nm0539022
208700,nm0359894
208701,nm0636440
208702,nm0551793
208709,nm0000809
208710,nm0688497
208711,nm0916616
208712,nm0673749
208719,nm0000254
208720,nm0845270
208721,nm0681566
208722,nm0345063
208723,nm0442464
208730,nm0491777
208731,nm0152647
208732,nm0800389
208733,nm0862089
208740,nm0332363
208741,nm0699659
208742,nm0409561
208743,nm1105478
208750,nm0000767
208751,nm0000767
208752,nm0873005
208753,nm0873005
208754,nm0305368
208755,nm0059974
208756,nm0747690
208757,nm0302546
208764,nm0025857
208765,nm0859741
208766,nm0183660
208767,nm0673706
208773,nm0716577
208774,nm0639054
208775,nm0084360
208776,nm0099084
208783,nm0331754
208784,nm0287333
208785,nm0549201
208786,nm0499540
208793,nm0105475
208794,nm0105475
208795,nm0513299
208796,nm0513299
208809,nm0293889
208810,nm0929075
208811,nm0482536
208812,nm0099392
208819,nm0491763
208820,nm0138405
208821,nm0603090
208822,nm1075463
208829,nm0000882
208830,nm0785687
208831,nm0127523
208832,nm0543547
208839,nm0598857
208840,nm0500044
208841,nm0219099
208842,nm0050814
208850,nm0767143
208851,nm0044535
208852,nm0025857
208853,nm0839623
208854,nm0634500
208861,nm0002077
208862,nm0044865
208863,nm0643805
208864,nm0280132
208871,nm0176061
208872,nm0957193
208873,nm0585098
208874,nm0585098
208882,nm0344932
208883,nm0483776
208884,nm0143309
208885,nm0171499
208892,nm0004490
208893,nm0684500
208894,nm0773740
208895,nm0656768
208902,nm0169859
208903,nm0547280
208904,nm0088600
208905,nm0217817
208910,nm0556399
208911,nm0798812
208912,nm0201319
208913,nm0071114
208920,nm0044865
208921,nm0896366
208922,nm0747690
208923,nm0687486
208930,nm0681566
208931,nm0000945
208932,nm0000322
208933,nm0219099
208936,nm0232627
208937,nm0467846
208938,nm0059974
208939,nm0434002
208946,nm0296311
208947,nm0480942
208948,nm0087141
208949,nm0220908
208956,nm0094789
208957,nm0288397
208958,nm0086129
208959,nm0099371
208966,nm0159527
208967,nm0032910
208968,nm0260083
208969,nm1425038
208976,nm0252590
208977,nm0359109
208978,nm0563346
208979,nm0830599
208987,nm0094782
208988,nm0513375
208989,nm0239447
208990,nm0889005
208997,nm0681566
208998,nm0196604
208999,nm0908116
209000,nm0475269
209008,nm0241383
209009,nm0501055
209010,nm0695623
209011,nm0039894
209018,nm0320762
209019,nm0014105
209020,nm0768629
209021,nm0358829
209028,nm0753666
209029,nm0824373
209030,nm0171811
209031,nm0674701
209038,nm0201638
209039,nm0696163
209040,nm0239513
209041,nm0483812
209048,nm0031785
209049,nm0000606
209050,nm0888588
209051,nm0071114
209058,nm0836681
209059,nm0099084
209060,nm0084360
209061,nm0208850
209070,nm0000809
209071,nm0001929
209072,nm0006939
209073,nm0003909
209080,nm0001641
209081,nm0656768
209082,nm0747678
209083,nm0139107
209090,nm0598971
209091,nm0512071
209092,nm0512071
209093,nm0156228
209101,nm0064741
209102,nm0064741
209103,nm0644680
209104,nm0644680
209121,nm0685494
209122,nm0646237
209123,nm0000521
209124,nm0618853
209131,nm0007069
209132,nm0806726
209133,nm0778568
209134,nm0658049
209141,nm0320721
209142,nm0673749
209143,nm0156228
209144,nm0858651
209151,nm0002105
209152,nm0529543
209153,nm0486627
209154,nm0059971
209161,nm0034079
209162,nm0264554
209163,nm0245240
209164,nm0086924
209171,nm0000521
209172,nm0006939
209173,nm0649462
209174,nm0239512
209181,nm0000366
209182,nm0092184
209183,nm0320808
209184,nm0138405
209191,nm0000272
209192,nm0059817
209193,nm0674742
209194,nm0141133
209201,nm0898317
209202,nm0062886
209203,nm0390458
209204,nm0618795
209211,nm0901812
209212,nm0100172
209213,nm0746022
209214,nm0320801
209221,nm0244707
209222,nm0836681
209223,nm0241487
209224,nm0042104
209231,nm0228025
209232,nm0487592
209233,nm0346509
209234,nm0869622
209241,nm0462407
209242,nm0582253
209243,nm0901057
209244,nm0500531
209251,nm0269735
209252,nm0287333
209253,nm0935300
209254,nm0435719
209261,nm0834805
209262,nm0834805
209263,nm0834805
209264,nm0933727
209273,nm0067169
209274,nm0082380
209275,nm0112792
209276,nm0147087
209283,nm0603402
209284,nm0785664
209285,nm0862006
209286,nm0200469
209293,nm0000052
209294,nm0596807
209295,nm0681566
209296,nm0001461
209303,nm0901812
209304,nm0194662
209305,nm0297004
209306,nm0448240
209313,nm0004486
209314,nm0603402
209315,nm0220976
209316,nm1064707
209323,nm0001409
209324,nm0086924
209325,nm0099084
209326,nm0784523
209333,nm0711492
209334,nm0804700
209335,nm0691924
209336,nm0643445
209343,nm0001250
209344,nm0040939
209345,nm0486627
209346,nm0182911
209351,nm0002198
209352,nm0536095
209353,nm0137357
209354,nm0194662
209361,nm0001376
209362,nm0320808
209363,nm0320762
209364,nm0513299
209371,nm0723623
209372,nm0723623
209373,nm0342393
209374,nm0684500
209375,nm0108400
209376,nm0723827
209383,nm0734000
209384,nm0591877
209385,nm0138405
209386,nm0491028
209393,nm0141140
209394,nm0488645
209395,nm0753730
209396,nm0959113
209403,nm0001163
209404,nm0324067
209405,nm0681647
209406,nm0503201
209410,nm0487254
209411,nm0487254
209412,nm0001095
209413,nm0512071
209421,nm0239586
209422,nm0529642
209423,nm0244707
209424,nm0634500
209431,nm0001965
209432,nm0220196
209433,nm0536095
209434,nm0175783
209441,nm0664388
209442,nm0305324
209443,nm0495947
209444,nm0850648
209451,nm0087152
209452,nm0047543
209453,nm0155847
209454,nm0850298
209461,nm0959113
209462,nm0656768
209463,nm0682692
209464,nm0452161
209468,nm0092184
209469,nm0110507
209470,nm0320762
209471,nm0208850
209478,nm0320808
209479,nm0156228
209480,nm0390458
209481,nm0350746
209488,nm0287637
209489,nm0240638
209490,nm0732220
209491,nm0544786
209498,nm0001095
209499,nm0287333
209500,nm0320762
209501,nm0078109
209508,nm0474950
209509,nm0120431
209510,nm0762646
209511,nm16725745
209519,nm0210218
209520,nm0287333
209521,nm0045870
209522,nm0529655
209529,nm0598971
209530,nm0553648
209531,nm0758519
209532,nm0656768
209540,nm0000901
209541,nm0753657
209542,nm0452161
209543,nm0851683
209550,nm0933727
209551,nm0167388
209552,nm0004462
209553,nm0898653
209560,nm0684788
209561,nm0952143
209562,nm0596807
209563,nm0280955
209570,nm0728938
209571,nm0166537
209572,nm0404791
209573,nm0236258
209581,nm0634159
209582,nm0000483
209583,nm0547339
209584,nm0644023
209591,nm0549087
209592,nm0044865
209593,nm0389424
209594,nm0798812
209601,nm0634159
209602,nm0154319
209603,nm0581014
209604,nm0276457
209611,nm0000457
209612,nm0000457
209613,nm0099828
209614,nm0262505
209622,nm0294402
209623,nm0563573
209624,nm0552149
209625,nm0098853
209629,nm0006939
209630,nm0031785
209631,nm0458592
209632,nm0679649
209639,nm0288211
209640,nm0530365
209641,nm0201460
209642,nm0320379
209649,nm0834805
209650,nm0890232
209651,nm0283113
209652,nm0346994
209659,nm0001128
209660,nm0524528
209661,nm0526729
209662,nm0822004
209669,nm0524528
209670,nm0075682
209671,nm0075807
209672,nm0110501
209679,nm0369429
209680,nm0458687
209681,nm0764622
209682,nm0213488
209689,nm0004133
209690,nm0050983
209691,nm0058877
209692,nm0071113
209699,nm0674701
209700,nm0059817
209701,nm0087207
209702,nm0728938
209710,nm0758406
209711,nm0598857
209712,nm0723827
209713,nm0238811
209720,nm0011803
209721,nm0674701
209722,nm0946179
209723,nm0637050
209730,nm0245179
209731,nm0221855
209732,nm0077227
209733,nm0581989
209740,nm0681566
209741,nm0105475
209742,nm0723623
209743,nm0390458
209750,nm0560962
209751,nm0144045
209752,nm0080020
209753,nm0615850
209760,nm0098793
209761,nm0041458
209762,nm0483776
209763,nm0677621
209770,nm0335826
209771,nm0412842
209772,nm0660917
209773,nm0245959
209779,nm0115730
209780,nm0115730
209781,nm0244850
209782,nm0244850
209793,nm0187337
209794,nm0287637
209795,nm0550341
209796,nm0159129
209803,nm0380826
209804,nm0362854
209805,nm0126848
209806,nm0685032
209813,nm0201462
209814,nm0586370
209815,nm0603398
209816,nm0721170
209823,nm0687914
209824,nm0133713
209825,nm0399576
209826,nm0904273
209833,nm0785664
209834,nm0302105
209835,nm0007069
209836,nm0100440
209843,nm0785664
209844,nm0092184
209845,nm0040545
209846,nm0176039
209853,nm0000882
209854,nm0293739
209855,nm0603090
209856,nm0237835
209863,nm0508293
209864,nm0148142
209865,nm0673094
209866,nm0344922
209873,nm0603402
209874,nm0167388
209875,nm0674877
209876,nm0135033
209883,nm0836681
209884,nm0540354
209885,nm0307851
209886,nm0258550
209893,nm0000272
209894,nm0786614
209895,nm0494204
209896,nm0021835
209903,nm0031785
209904,nm0064741
209905,nm0244707
209906,nm0305368
209913,nm0674340
209914,nm0344932
209915,nm0120431
209916,nm1091591
209923,nm1316453
209924,nm1316029
209925,nm2244089
209926,nm1316639
209933,nm0007069
209934,nm0681566
209935,nm0684500
209936,nm0674340
209943,nm0086116
209944,nm0551217
209945,nm0901057
209946,nm0243221
209953,nm0734000
209954,nm0873005
209955,nm0220016
209956,nm0665213
209963,nm0120431
209964,nm0094782
209965,nm0865333
209966,nm0347482
209974,nm0293739
209975,nm0053903
209976,nm0433564
209977,nm0419951
209984,nm0510151
209985,nm0464082
209986,nm0445190
209987,nm0802554
209994,nm0844435
209995,nm0000419
209996,nm0252065
209997,nm0479351
210005,nm0074468
210006,nm0031461
210008,nm0383287
210009,nm0946179
210010,nm0201151
210011,nm0369666
210018,nm0086924
210019,nm0186567
210020,nm0545838
210021,nm0135480
210028,nm0888692
210029,nm0196230
210030,nm0087207
210031,nm0482536
210039,nm0116254
210040,nm0693799
210041,nm0162950
210042,nm0488406
210049,nm0529604
210050,nm0350812
210051,nm0077346
210052,nm0903824
210059,nm0618715
210060,nm0008120
210061,nm0764802
210062,nm0149798
210069,nm0634835
210070,nm0098793
210071,nm0296311
210072,nm0237835
210079,nm0023749
210080,nm0098799
210081,nm0098799
210082,nm0139135
210093,nm0234748
210094,nm0722657
210095,nm0218178
210096,nm10157374
210103,nm0603402
210104,nm0696163
210105,nm0684500
210106,nm0347453
210113,nm0609675
210114,nm0094789
210115,nm0724992
210116,nm0746083
210123,nm0094789
210124,nm0545838
210125,nm0723827
210126,nm0102518
210133,nm0427267
210134,nm0025694
210135,nm0857069
210136,nm0745965
210143,nm0099677
210144,nm0098534
210145,nm0145880
210146,nm0206317
210153,nm0603090
210154,nm0539022
210155,nm0951456
210156,nm0644023
210163,nm0605971
210164,nm0390458
210165,nm0232627
210166,nm0356392
210174,nm0067717
210175,nm0434950
210176,nm0464989
210177,nm0945753
210179,nm0695950
210180,nm0699109
210181,nm0541408
210182,nm1181841
210189,nm0086924
210190,nm0282459
210191,nm0685650
210192,nm0349749
210199,nm0560962
210200,nm0543868
210201,nm0337220
210202,nm0704474
210209,nm0688649
210210,nm0210217
210211,nm0061774
210212,nm0845329
210219,nm0006620
210220,nm0722657
210221,nm0334938
210222,nm0360698
210229,nm0000767
210230,nm0000302
210231,nm0092381
210232,nm0244707
210239,nm0098395
210240,nm0058388
210241,nm0554386
210242,nm0769918
210249,nm0317725
210250,nm0231319
210251,nm0225789
210252,nm0392913
210259,nm0000882
210260,nm0762240
210261,nm0487592
210262,nm0162950
210269,nm0895759
210270,nm0488417
210271,nm0152647
210272,nm0767710
210279,nm0144589
210280,nm0529543
210281,nm0824373
210282,nm0721469
210289,nm0001376
210290,nm0627560
210291,nm0473047
210292,nm0513491
210299,nm0099378
210300,nm0486627
210301,nm0286110
210302,nm0359894
210309,nm0030251
210310,nm0030251
210311,nm0098395
210312,nm0619623
210322,nm0099677
210323,nm0099677
210324,nm0004051
210325,nm0147544
210326,nm0255520
210327,nm0001393
210328,nm0521051
210333,nm0693574
210334,nm0008882
210335,nm0875589
210336,nm0079468
210343,nm0240638
210344,nm0946179
210345,nm0144045
210346,nm0237835
210353,nm0244707
210354,nm0034079
210355,nm0579954
210356,nm0739075
210363,nm0494078
210364,nm0092291
210365,nm0167515
210366,nm0708072
210373,nm0031785
210374,nm0719914
210375,nm0077371
210376,nm0451875
210383,nm0138405
210384,nm0004625
210385,nm0116558
210386,nm0171499
210393,nm0000322
210394,nm0681566
210395,nm0833240
210396,nm0000733
210403,nm0758406
210404,nm0241296
210405,nm0099412
210406,nm0238811
210414,nm0187337
210415,nm0550341
210416,nm0080020
210417,nm0467846
210424,nm0656541
210425,nm0734000
210426,nm0483776
210427,nm0898653
210434,nm0734000
210435,nm0004650
210436,nm0390458
210437,nm0812556
210444,nm0001929
210445,nm0126870
210446,nm0383153
210447,nm0220282
210454,nm0478349
210455,nm0404091
210456,nm0524528
210457,nm0553402
210464,nm0342393
210465,nm0102078
210466,nm0553648
210467,nm0634158
210474,nm0041458
210475,nm0002105
210476,nm0320808
210477,nm0092381
210484,nm0000532
210485,nm0889005
210486,nm0050983
210487,nm0586370
210495,nm0399437
210496,nm0616480
210497,nm0513375
210498,nm0836681
210505,nm0218843
210506,nm0310865
210507,nm0858053
210508,nm0557859
210515,nm16725804
210516,nm0217864
210517,nm0530420
210518,nm0653450
210521,nm0723865
210522,nm0723865
210523,nm0148996
210524,nm0148996
210537,nm0890233
210538,nm0681566
210539,nm0001409
210540,nm0935130
210547,nm0524528
210548,nm0834805
210549,nm0217868
210550,nm0503800
210557,nm0838514
210558,nm0814718
210559,nm0358829
210560,nm0058101
210566,nm0239816
210567,nm0933447
210568,nm0201669
210569,nm0785679
210576,nm0432040
210577,nm0000721
210578,nm0501256
210579,nm0144045
210586,nm0946179
210587,nm0243355
210588,nm0087141
210589,nm0488477
210596,nm0644680
210597,nm0194759
210598,nm0682692
210599,nm0190865
210606,nm0006939
210607,nm0110507
210608,nm0935299
210609,nm0169859
210616,nm0092184
210617,nm0224823
210618,nm0941868
210619,nm0220976
210626,nm0326659
210627,nm0310425
210628,nm0196604
210629,nm0857653
210636,nm0044865
210637,nm0099392
210638,nm0455905
210639,nm0551791
210646,nm0723759
210647,nm0901812
210648,nm0754104
210649,nm0075650
210656,nm0728406
210657,nm0932870
210658,nm0913099
210659,nm0025445
210666,nm0086952
210667,nm0210218
210668,nm0898653
210669,nm0758406
210676,nm0110507
210677,nm0753666
210678,nm0957193
210679,nm1783256
210687,nm0508293
210688,nm0221903
210689,nm0268626
210690,nm0551496
210697,nm0895759
210698,nm0059971
210699,nm0210217
210700,nm0126875
210707,nm0092381
210708,nm0092381
210709,nm0122385
210714,nm0081175
210715,nm0693799
210716,nm0655859
210717,nm0310352
210724,nm0350733
210725,nm0836681
210726,nm0895759
210727,nm0773133
210734,nm0432040
210735,nm0000852
210736,nm0493920
210737,nm0686263
210744,nm0232627
210745,nm0603090
210746,nm0619600
210747,nm0025445
210754,nm0487254
210755,nm0320808
210756,nm0000852
210757,nm0379072
210764,nm0656768
210765,nm0894302
210766,nm0046347
210767,nm0620964
210774,nm0494078
210775,nm0003244
210776,nm0308036
210777,nm0296985
210784,nm0002105
210785,nm0277229
210786,nm0758406
210787,nm0703364
210794,nm0171764
210795,nm0182839
210796,nm0575609
210797,nm0656769
210804,nm0060504
210805,nm0252065
210806,nm0443529
210810,nm0097157
210811,nm0225582
210812,nm0464613
210813,nm0467981
210820,nm0416126
210821,nm0099121
210822,nm0856283
210823,nm0155824
210830,nm0337246
210831,nm0165564
210832,nm0741361
210833,nm0098868
210841,nm0547339
210842,nm0390458
210843,nm0901057
210844,nm0634159
210851,nm0120431
210852,nm0086952
210853,nm0585368
210854,nm0664740
210861,nm0236838
210862,nm1701566
210863,nm0284785
210864,nm0479984
210871,nm0050983
210872,nm0797631
210873,nm0092184
210874,nm0560402
210881,nm0050983
210882,nm0059817
210883,nm0109903
210884,nm0166438
210887,nm0000367
210888,nm0000882
210889,nm0099828
210890,nm0944255
210897,nm0650849
210898,nm0131182
210899,nm0383153
210900,nm0749363
210907,nm0000295
210908,nm0749222
210909,nm0137149
210910,nm0855673
210917,nm0000991
210918,nm0445715
210919,nm0571000
210920,nm0346994
210927,nm0591877
210928,nm0002216
210929,nm0244707
210930,nm0674742
210938,nm0503800
210939,nm0414185
210940,nm0105317
210941,nm0751606
210949,nm0001128
210950,nm0453204
210951,nm0080659
210952,nm0093678
210960,nm0116254
210961,nm0222922
210962,nm0344932
210963,nm0758406
210968,nm0535453
210969,nm0007069
210970,nm0537606
210971,nm0359321
210978,nm0031785
210979,nm0746218
210980,nm0078109
210981,nm0092381
210988,nm0762240
210989,nm0957452
210990,nm0273857
210991,nm0207991
210998,nm0109721
210999,nm0719220
211000,nm0317858
211001,nm0655222
211008,nm0755894
211009,nm0152237
211010,nm0218634
211011,nm0543547
211016,nm0719914
211017,nm0134618
211018,nm0427134
211019,nm0503360
211026,nm0458768
211027,nm0685494
211028,nm0243505
211029,nm0208850
211036,nm0349855
211037,nm0158327
211038,nm0656416
211039,nm0629008
211046,nm0723632
211047,nm0479355
211048,nm0494326
211049,nm0734006
211056,nm0115730
211057,nm0817602
211058,nm0080020
211059,nm0946179
211066,nm0075650
211067,nm0171811
211068,nm0185629
211069,nm0063328
211076,nm0190606
211077,nm0072223
211078,nm0755652
211079,nm0012497
211086,nm0194267
211087,nm0396355
211088,nm0320721
211089,nm0487410
211096,nm0695185
211097,nm0894563
211098,nm0383153
211099,nm0797858
211105,nm0508293
211106,nm0629309
211107,nm0001768
211108,nm0685494
211115,nm0547339
211116,nm0092184
211117,nm0782561
211118,nm0052282
211125,nm0064959
211126,nm0070551
211127,nm0096467
211128,nm0099092
211135,nm0167388
211136,nm0759502
211137,nm0144583
211138,nm0194788
211146,nm0174082
211147,nm0290716
211148,nm0499524
211149,nm0774027
211156,nm0078701
211157,nm0730683
211158,nm0857700
211159,nm0858918
211160,nm0001594
211161,nm0001095
211162,nm0042192
211163,nm0894302
211170,nm0006939
211171,nm0895759
211172,nm0001993
211173,nm0355210
211180,nm0000804
211181,nm0042104
211182,nm0067169
211183,nm0120431
211190,nm0796258
211191,nm0955407
211192,nm0142684
211193,nm0352266
211199,nm0098793
211200,nm0451875
211201,nm0024456
211202,nm0256075
211210,nm0128621
211211,nm0525091
211212,nm0102516
211213,nm0768904
211220,nm0946179
211221,nm0462485
211222,nm0142809
211223,nm0188270
211228,nm0681359
211229,nm0853667
211230,nm0674630
211231,nm0241020
211238,nm0092184
211239,nm0513299
211240,nm0404091
211241,nm0435726
211248,nm0000767
211249,nm0544944
211250,nm0268626
211251,nm0723623
211258,nm0225899
211259,nm0764802
211260,nm0067949
211261,nm0067453
211268,nm0124481
211269,nm0112726
211270,nm0405247
211271,nm0510805
211277,nm0452161
211278,nm0320481
211279,nm0954704
211280,nm0299695
211287,nm0149987
211288,nm0300289
211289,nm0220969
211290,nm0856283
211297,nm0131161
211298,nm0131176
211299,nm0131172
211300,nm0235394
211307,nm0674742
211308,nm0674742
211309,nm0563745
211310,nm0142674
211311,nm0201669
211312,nm0488477
211319,nm0051179
211320,nm0071142
211321,nm4921277
211322,nm0209174
211329,nm0004462
211330,nm0171499
211331,nm0492200
211332,nm0856187
211339,nm0237835
211340,nm0171499
211341,nm0238506
211342,nm0094726
211347,nm0000367
211348,nm0656768
211349,nm0681203
211350,nm0734067
211357,nm0219099
211358,nm0723865
211359,nm0194759
211360,nm0545838
211367,nm0183122
211368,nm0089950
211369,nm0109229
211370,nm0002091
211377,nm0557859
211378,nm0693799
211379,nm0756651
211380,nm0581014
211387,nm0194788
211388,nm0112721
211389,nm0100135
211390,nm0167233
211397,nm0538625
211398,nm0190977
211399,nm0092291
211400,nm0275138
211407,nm0037723
211408,nm0044611
211409,nm0063136
211410,nm0069125
211417,nm0458687
211418,nm0674684
211419,nm0314572
211420,nm0081883
211427,nm0619887
211428,nm0796258
211429,nm0326424
211430,nm0742326
211434,nm0405726
211435,nm0042192
211436,nm0518666
211437,nm0751606
211444,nm0064741
211445,nm0557859
211446,nm0954704
211447,nm0644680
211454,nm0000945
211455,nm0044535
211456,nm0836681
211457,nm0753666
211464,nm0153997
211465,nm0335801
211466,nm0001254
211467,nm0000224
211475,nm0001965
211476,nm0693799
211477,nm0041458
211478,nm0603588
211485,nm0143621
211486,nm0072699
211487,nm0618651
211488,nm0252714
211495,nm0634159
211496,nm0889749
211497,nm0738696
211498,nm0086952
211506,nm0153480
211507,nm0782565
211508,nm0647485
211509,nm0613917
211516,nm0067508
211517,nm1197612
211518,nm0157323
211519,nm0233812
211526,nm0584526
211527,nm0584526
211528,nm0140972
211529,nm0140972
211556,nm0000606
211557,nm0153340
211558,nm0133713
211559,nm0126875
211566,nm0542512
211567,nm0169845
211568,nm0661478
211569,nm0012399
211577,nm0491777
211578,nm0296596
211579,nm0345761
211580,nm0303145
211587,nm0001729
211588,nm0001527
211589,nm0001371
211590,nm0000174
211597,nm0194662
211598,nm0865333
211599,nm0468130
211600,nm0198610
