,nconst
102163,nm0581378
102164,nm1556238
102171,nm0749104
102172,nm0147308
102173,nm2265834
102174,nm0729345
102181,nm0000223
102182,nm0005278
102183,nm0000377
102184,nm0000609
102191,nm0245705
102192,nm0364977
102193,nm0570570
102194,nm0827170
102201,nm0000367
102202,nm0208426
102203,nm0023832
102204,nm0162947
102211,nm1460782
102212,nm0241121
102213,nm1149829
102214,nm0357646
102221,nm0000424
102222,nm0000598
102223,nm0601553
102224,nm0000353
102231,nm0001250
102232,nm0024188
102233,nm0001704
102234,nm0703002
102241,nm0093740
102242,nm0169621
102243,nm0595055
102244,nm1929223
102251,nm0000115
102252,nm1208167
102253,nm0058581
102254,nm0000685
102261,nm0775455
102262,nm0001160
102263,nm0364711
102264,nm0010837
102271,nm0785227
102272,nm0790501
102273,nm0255204
102274,nm0640838
102281,nm0648249
102282,nm0779084
102283,nm1385871
102284,nm0460694
102291,nm0000131
102292,nm0788340
102293,nm0000114
102294,nm0458325
102302,nm0000123
102303,nm0842770
102304,nm0929489
102305,nm0001574
102312,nm0000949
102313,nm0001132
102314,nm1587166
102315,nm0313702
102322,nm0004741
102323,nm0266824
102324,nm0262635
102325,nm1225406
102332,nm0654110
102333,nm0000899
102334,nm0316079
102335,nm0565569
102342,nm0000235
102343,nm0000235
102344,nm0005561
102345,nm0267506
102354,nm0675730
102355,nm0717157
102356,nm1527905
102357,nm1643154
102364,nm1992004
102365,nm1959149
102366,nm1959149
102367,nm1962641
102377,nm0068260
102378,nm2084788
102379,nm2197353
102380,nm0001231
102387,nm0000201
102388,nm0748620
102389,nm1519680
102390,nm0001808
102397,nm0001593
102398,nm0000354
102399,nm0749263
102400,nm0810397
102407,nm0000630
102408,nm0005466
102409,nm2089090
102410,nm0000667
102417,nm0000242
102418,nm0005109
102419,nm0000977
102420,nm0524839
102427,nm0000204
102428,nm0424060
102429,nm0051509
102430,nm0836343
102437,nm0680983
102438,nm0148418
102439,nm0004950
102440,nm0000867
102447,nm1968305
102448,nm1949808
102449,nm5391869
102450,nm5391896
102457,nm0331516
102458,nm1107001
102459,nm1560274
102460,nm2575873
102467,nm0814280
102468,nm1322404
102469,nm1310960
102470,nm0046277
102477,nm0518687
102478,nm0646165
102479,nm1302444
102480,nm1675910
102486,nm0000288
102487,nm0005132
102488,nm0001173
102489,nm0000323
102496,nm0297954
102497,nm0875261
102498,nm1973760
102499,nm0620664
102506,nm0048414
102507,nm2203560
102508,nm0000459
102509,nm0000232
102516,nm0000673
102517,nm2000954
102518,nm0131807
102519,nm0015618
102526,nm1307426
102527,nm1150892
102528,nm1794539
102529,nm0870780
102536,nm0000671
102537,nm0000515
102538,nm0001136
102539,nm1302735
102546,nm0754512
102547,nm1343254
102548,nm0201574
102549,nm0282849
102556,nm0000358
102557,nm0200452
102558,nm0200452
102559,nm0001354
102567,nm0449669
102568,nm3021409
102569,nm0005365
102570,nm3018458
102577,nm0000932
102578,nm0001125
102579,nm0517844
102580,nm0000141
102587,nm0295484
102588,nm0734558
102589,nm0716490
102590,nm0558548
102597,nm0000115
102598,nm0671567
102599,nm0004742
102600,nm0350454
102607,nm0114532
102608,nm0000598
102609,nm0000317
102610,nm0378200
102617,nm0290556
102618,nm0006683
102619,nm0129551
102620,nm1370960
102628,nm0005010
102629,nm0174021
102630,nm1631269
102631,nm0507212
102638,nm0006721
102639,nm0817620
102640,nm0486174
102641,nm0385029
102648,nm1978862
102649,nm1982034
102650,nm1798657
102651,nm1401016
102654,nm0001326
102655,nm0365140
102656,nm0004395
102657,nm0000677
102664,nm0000171
102665,nm0788335
102666,nm0001065
102667,nm1211488
102671,nm1985011
102672,nm1985011
102673,nm1987148
102674,nm1994961
102682,nm0000215
102683,nm0000146
102684,nm0004717
102685,nm0367496
102692,nm2539953
102693,nm1727304
102694,nm1209966
102695,nm4420495
102702,nm0225483
102703,nm0192889
102704,nm1161994
102705,nm1461267
102712,nm0000609
102713,nm0001015
102714,nm0005026
102715,nm0813812
102722,nm0000552
102723,nm0001774
102724,nm0000729
102725,nm0000257
102732,nm1972675
102733,nm0594497
102734,nm1224532
102735,nm1778466
102742,nm0000704
102743,nm0000124
102744,nm0000417
102745,nm0001626
102753,nm0850162
102754,nm0874232
102755,nm2199664
102756,nm2199632
102763,nm0000158
102764,nm0000210
102765,nm0000450
102766,nm0010736
102773,nm0001876
102774,nm0001602
102775,nm0001758
102776,nm1519680
102783,nm0175916
102784,nm1209966
102785,nm3256881
102786,nm0117029
102793,nm0000207
102794,nm0564215
102795,nm0564215
102796,nm0000702
102805,nm0000279
102806,nm2953537
102807,nm0005565
102808,nm0000439
102815,nm2946456
102816,nm1107001
102817,nm1035682
102818,nm2023513
102825,nm0847799
102826,nm0004988
102827,nm0819079
102828,nm1555200
102836,nm0005458
102837,nm0004936
102838,nm0000661
102839,nm0001282
102846,nm1954240
102847,nm1986633
102848,nm1985094
102849,nm0047860
102856,nm0476211
102857,nm0793069
102858,nm0870317
102859,nm2371560
102866,nm0350453
102867,nm2605345
102868,nm0001426
102869,nm0000547
102876,nm0908094
102877,nm0000401
102878,nm1312575
102879,nm0002076
102886,nm0005392
102887,nm0277213
102888,nm0005438
102889,nm0385644
102896,nm0000198
102897,nm0001461
102898,nm0175916
102899,nm0845209
102906,nm0065493
102907,nm0005273
102908,nm0295484
102909,nm0226820
102916,nm1223023
102917,nm0006958
102918,nm1194672
102919,nm0001574
102926,nm0000375
102927,nm0206257
102928,nm0479471
102929,nm0001848
102936,nm0198804
102937,nm2002063
102938,nm0108525
102939,nm0180735
102946,nm0000128
102947,nm1046097
102948,nm0000255
102949,nm0000545
102956,nm1051346
102957,nm0213354
102958,nm0577841
102959,nm0722657
102966,nm0487254
102967,nm0782565
102968,nm0239498
102969,nm0105475
102976,nm0376655
102977,nm0246638
102978,nm0324496
102979,nm1734654
102986,nm0506804
102987,nm1417272
102988,nm2073007
102989,nm0714534
102990,nm0094445
102991,nm0880774
102998,nm0681566
102999,nm0644680
103000,nm0874579
103001,nm0049658
103003,nm0059654
103004,nm1880888
103005,nm1154919
103006,nm1838836
103013,nm0000982
103014,nm0000123
103015,nm2403277
103016,nm0000146
103024,nm1269088
103025,nm0255820
103026,nm0256660
103027,nm1566334
103034,nm2003977
103035,nm2003962
103036,nm1900805
103037,nm2194971
103044,nm0005024
103045,nm0005170
103046,nm0253708
103047,nm0000792
103054,nm0014773
103055,nm0040586
103056,nm0095017
103057,nm0362766
103064,nm0005315
103065,nm0005351
103066,nm0000501
103067,nm0750826
103074,nm1234301
103075,nm2011541
103076,nm2040088
103077,nm1195120
103080,nm3368915
103081,nm1202236
103082,nm3743782
103083,nm1948830
103086,nm0351710
103087,nm1504868
103088,nm0014227
103089,nm0814309
103092,nm0620090
103093,nm0643885
103094,nm0475917
103095,nm1847329
103102,nm0417520
103103,nm0497631
103104,nm0497870
103105,nm0570598
103112,nm0384826
103113,nm0734558
103114,nm0331477
103115,nm0304282
103123,nm1711829
103124,nm1659221
103125,nm1738172
103126,nm2018237
103133,nm0526019
103134,nm0608090
103135,nm0491777
103136,nm0289038
103143,nm0388113
103144,nm0388113
103145,nm0388113
103146,nm1007740
103161,nm2008680
103162,nm2089285
103163,nm1883057
103164,nm2018907
103171,nm1544465
103172,nm1144504
103173,nm1185747
103174,nm2784230
103182,nm0847594
103183,nm1468944
103184,nm1617276
103185,nm0409287
103192,nm0000149
103193,nm0005024
103194,nm0004710
103195,nm0441588
103202,nm2409783
103203,nm0732133
103204,nm2676018
103205,nm0931958
103212,nm1242688
103213,nm0339304
103214,nm0877430
103215,nm0638056
103225,nm0000113
103226,nm0573037
103227,nm0005520
103228,nm2182034
103235,nm0000243
103236,nm1517976
103237,nm0206257
103238,nm0839486
103245,nm0564215
103246,nm1404408
103247,nm0356017
103248,nm1382417
103255,nm0297578
103256,nm0924154
103257,nm0001823
103258,nm0004715
103265,nm1686959
103266,nm1751474
103267,nm1050811
103268,nm1666855
103275,nm4223385
103276,nm0000158
103277,nm0000113
103278,nm0001884
103285,nm0001774
103286,nm0001303
103287,nm0315041
103288,nm0001813
103295,nm0000169
103296,nm0000849
103297,nm0000982
103298,nm0000437
103305,nm0295437
103306,nm0880167
103307,nm0772805
103308,nm2033908
103315,nm2033985
103316,nm1588565
103317,nm2025852
103318,nm2033897
103325,nm0524528
103326,nm0524528
103327,nm0002776
103328,nm0002776
103339,nm0836343
103340,nm0098378
103341,nm0000228
103342,nm1683094
103349,nm0000169
103350,nm0000234
103351,nm0006958
103352,nm0000574
103361,nm0000093
103362,nm0000576
103363,nm1567113
103364,nm4447472
103371,nm0736622
103372,nm0001337
103373,nm0748620
103374,nm0005182
103384,nm0746162
103385,nm0077622
103386,nm1082477
103387,nm1877162
103394,nm0149260
103395,nm0001250
103396,nm0480942
103397,nm0948636
103404,nm2366499
103405,nm0004486
103406,nm2031113
103407,nm0420889
103414,nm0748620
103415,nm0748620
103416,nm0000140
103417,nm1015684
103427,nm0000230
103428,nm1620989
103429,nm0893257
103430,nm0949350
103436,nm0001650
103437,nm0085860
103438,nm0669681
103439,nm1151899
103446,nm0209404
103447,nm0248371
103448,nm0143338
103449,nm0216992
103456,nm0731075
103457,nm0004883
103458,nm1302735
103459,nm1069180
103466,nm0890232
103467,nm0593664
103468,nm0941777
103469,nm1363122
103476,nm0000112
103477,nm0000553
103478,nm0001378
103479,nm0000699
103486,nm0064455
103487,nm1815390
103488,nm0099203
103489,nm0102175
103496,nm0005458
103497,nm0005442
103498,nm0764430
103499,nm1504678
103506,nm0001774
103507,nm0001674
103508,nm0001674
103509,nm0001710
103517,nm0000115
103518,nm0000579
103519,nm2946516
103520,nm1304386
103527,nm0245705
103528,nm0000096
103529,nm1501374
103530,nm0126119
103537,nm2129938
103538,nm0334318
103539,nm0366846
103540,nm0793532
103547,nm0136797
103548,nm0000300
103549,nm0176981
103550,nm0683467
103557,nm0000226
103558,nm0103797
103559,nm2253071
103560,nm0724757
103567,nm0252961
103568,nm0757855
103569,nm0604742
103570,nm0262635
103577,nm0253216
103578,nm1508630
103579,nm0324409
103580,nm1443023
103582,nm0005562
103583,nm0837177
103584,nm0000775
103585,nm0278979
103592,nm2064118
103593,nm1372840
103594,nm0663244
103595,nm2061826
103601,nm0001876
103602,nm0001173
103603,nm1113550
103604,nm0165101
103611,nm1561561
103612,nm0152986
103613,nm2058025
103614,nm2053772
103621,nm0000120
103622,nm0000120
103623,nm0000515
103624,nm0000515
103637,nm0278355
103638,nm0573092
103639,nm1404307
103640,nm1047329
103647,nm0000115
103648,nm0005351
103649,nm1297015
103650,nm0001416
103655,nm0158626
103656,nm0671980
103657,nm0000439
103658,nm1117791
103665,nm0000619
103666,nm0487884
103667,nm0487884
103668,nm0487884
103677,nm0851582
103678,nm0255362
103679,nm0010562
103680,nm0229943
103687,nm0933940
103688,nm0339460
103689,nm0001721
103690,nm0005443
103697,nm0895150
103698,nm0087109
103699,nm0673563
103700,nm0032793
103707,nm0392913
103708,nm0673824
103709,nm1482999
103710,nm1784690
103717,nm1027847
103718,nm0954225
103719,nm0589334
103720,nm0431451
103727,nm0000250
103728,nm0000191
103729,nm0001833
103730,nm0283409
103737,nm0000288
103738,nm0413168
103739,nm0424060
103740,nm0000323
103747,nm0001570
103748,nm0268199
103749,nm0001187
103750,nm0000685
103757,nm0005045
103758,nm1592225
103759,nm1645304
103760,nm0645648
103767,nm0005454
103768,nm0000239
103769,nm1801841
103770,nm2899650
103777,nm0298221
103778,nm0001258
103779,nm1113550
103780,nm0167850
103787,nm1204465
103788,nm2053151
103789,nm2050030
103790,nm2049877
103797,nm0593961
103798,nm0001364
103799,nm0796502
103800,nm2944939
103808,nm1095324
103809,nm0516181
103810,nm0265189
103811,nm3183109
103817,nm0000245
103818,nm0001473
103819,nm0085400
103820,nm0000686
103827,nm0000614
103828,nm1034965
103829,nm0004999
103830,nm0005460
103837,nm0198366
103838,nm0307143
103839,nm0657280
103840,nm0003244
103847,nm1465580
103848,nm2062733
103849,nm2073156
103850,nm0515786
103857,nm0395168
103858,nm0616481
103859,nm0646517
103860,nm0544390
103867,nm0001709
103868,nm0809049
103869,nm1438745
103870,nm0068709
103877,nm0000849
103878,nm0583856
103879,nm0000973
103880,nm2825905
103887,nm0004755
103888,nm0279545
103889,nm0922995
103890,nm0609114
103897,nm0491259
103898,nm0580101
103899,nm0719224
103900,nm0092362
103907,nm0586003
103908,nm0586003
103909,nm1309787
103910,nm1309787
103927,nm3322957
103928,nm0322407
103929,nm0482473
103930,nm3322982
103938,nm0000409
103939,nm0001264
103940,nm0000412
103941,nm0000102
103948,nm0001467
103949,nm0001467
103950,nm0001631
103951,nm1208167
103959,nm0000421
103960,nm0574468
103961,nm0654648
103962,nm0747420
103969,nm0893872
103970,nm0610832
103971,nm1586288
103972,nm0620919
103979,nm0040939
103980,nm0180404
103981,nm0007069
103982,nm0008787
103989,nm0151540
103990,nm0151540
103991,nm0373571
103992,nm0373571
104004,nm0000610
104005,nm1211488
104006,nm0004790
104007,nm0180984
104014,nm0344435
104015,nm0344435
104016,nm0004695
104017,nm0262635
104027,nm0000681
104028,nm0316079
104029,nm0006969
104030,nm0383422
104037,nm0296594
104038,nm0243355
104039,nm0916616
104040,nm0235460
104047,nm1214435
104048,nm0000132
104049,nm1092227
104050,nm0005212
104058,nm0000134
104059,nm0001806
104060,nm0001804
104061,nm0000576
104068,nm1227053
104069,nm1570563
104070,nm2076623
104071,nm1391094
104078,nm0479471
104079,nm0001556
104080,nm0005251
104081,nm2105255
104088,nm0000741
104089,nm0001454
104090,nm0000237
104091,nm0000513
104099,nm0001448
104100,nm0000870
104101,nm0000260
104102,nm0174322
104109,nm0003508
104110,nm0000322
104111,nm0098793
104112,nm0220017
104119,nm2081454
104120,nm2082567
104121,nm2085530
104122,nm2859160
104129,nm0296594
104130,nm1918862
104131,nm0339621
104132,nm0597042
104139,nm0536095
104140,nm0146431
104141,nm0001095
104142,nm0545356
104149,nm0001710
104150,nm0670408
104151,nm1404408
104152,nm0689237
104159,nm0000164
104160,nm0331516
104161,nm0000657
104162,nm0683253
104169,nm1105090
104170,nm0600673
104171,nm1252068
104172,nm0158838
104179,nm0000511
104180,nm0001626
104181,nm0731048
104182,nm0227821
104189,nm0000704
104190,nm0000457
104191,nm0914455
104192,nm0141697
104199,nm0160553
104200,nm1927701
104201,nm1213456
104202,nm0791723
104209,nm0793790
104210,nm1587774
104211,nm1045944
104212,nm2103229
104219,nm2053066
104220,nm0004782
104221,nm0879186
104222,nm0879186
104230,nm0001467
104231,nm0517820
104232,nm0295103
104233,nm1471513
104240,nm0000172
104241,nm0000322
104242,nm0005342
104243,nm0341055
104250,nm0000640
104251,nm0283945
104252,nm0059431
104253,nm0068338
104254,nm0403134
104261,nm0000977
104262,nm0000275
104263,nm0098758
104264,nm0032375
104271,nm0159789
104272,nm0000168
104273,nm0068260
104274,nm1377375
104281,nm0132257
104282,nm3111264
104283,nm2312641
104284,nm3214496
104292,nm0424060
104293,nm0001473
104294,nm0316079
104295,nm0614220
104302,nm0068551
104303,nm0068551
104304,nm0809938
104305,nm0005171
104313,nm0000202
104314,nm0180411
104315,nm0330687
104316,nm0114532
104323,nm0000112
104324,nm0004742
104325,nm0124930
104326,nm1560396
104333,nm1720028
104334,nm0609845
104335,nm2016345
104336,nm0919616
104343,nm0000473
104344,nm0601553
104345,nm0532683
104346,nm0779866
104353,nm0001705
104354,nm0001016
104355,nm0000476
104356,nm0607185
104363,nm1041607
104364,nm2102872
104365,nm0364890
104366,nm0175985
104373,nm0005048
104374,nm0000579
104375,nm1226817
104376,nm0675730
104383,nm0001191
104384,nm0000332
104385,nm0000586
104386,nm0000239
104393,nm1940449
104394,nm3485845
104395,nm0000553
104396,nm0038355
104404,nm0208426
104405,nm0208426
104406,nm0115730
104407,nm0115730
104417,nm0004778
104418,nm0004851
104419,nm0782213
104420,nm0248364
104427,nm0036353
104428,nm0048755
104429,nm0004757
104430,nm0080866
104437,nm0329481
104438,nm0005028
104439,nm1148573
104440,nm1024677
104447,nm0601376
104448,nm0848554
104449,nm1157048
104450,nm1423020
104457,nm0000354
104458,nm0000194
104459,nm0000194
104460,nm1209966
104468,nm2539953
104469,nm2851530
104470,nm1925239
104471,nm0334441
104478,nm0513394
104479,nm0000185
104480,nm1273975
104481,nm0794885
104488,nm0001046
104489,nm0614526
104490,nm0684521
104491,nm2657069
104498,nm0000515
104499,nm0233027
104500,nm0000480
104501,nm0973177
104508,nm0180404
104509,nm0220017
104510,nm0008506
104511,nm0309469
104518,nm1757373
104519,nm0629855
104520,nm1101904
104521,nm0714147
104528,nm1561547
104529,nm0424684
104530,nm0692634
104531,nm0682762
104539,nm1234301
104540,nm2129984
104541,nm1065711
104542,nm9204917
104549,nm1104131
104550,nm0078897
104551,nm1828224
104552,nm2109261
104559,nm2071914
104560,nm1406535
104561,nm2097662
104562,nm2104383
104569,nm1185736
104570,nm1185736
104571,nm1185736
104572,nm0410917
104581,nm1165487
104582,nm1045685
104583,nm2040526
104584,nm1763620
104591,nm0646792
104592,nm0822949
104593,nm2113939
104594,nm2108462
104598,nm0425005
104599,nm0001718
104600,nm2202521
104601,nm0761052
104608,nm1327267
104609,nm0594497
104610,nm0467653
104611,nm2205156
104618,nm0000782
104619,nm0000514
104620,nm0510914
104621,nm1259254
104628,nm0671567
104629,nm1009277
104630,nm0000352
104631,nm4023073
104639,nm0163764
104640,nm2749546
104641,nm2527340
104642,nm2116419
104651,nm0001401
104652,nm0564215
104653,nm0000151
104654,nm0000654
104661,nm1428821
104662,nm1411125
104663,nm0005256
104664,nm0179173
104671,nm1045593
104672,nm1318596
104673,nm0355440
104674,nm0864835
104681,nm0253833
104682,nm1288961
104683,nm0621034
104684,nm0791328
104691,nm0000409
104692,nm0785227
104693,nm1146916
104694,nm0347149
104701,nm1343042
104702,nm2066418
104703,nm2061188
104704,nm1051089
104711,nm0710938
104712,nm0686375
104713,nm0314358
104714,nm0214766
104721,nm0001454
104722,nm0127373
104723,nm0000469
104724,nm0001923
104731,nm0685856
104732,nm0461136
104733,nm0945131
104734,nm1870208
104741,nm0000128
104742,nm0287898
104743,nm1427101
104744,nm0000368
104751,nm0001096
104752,nm0001096
104753,nm0000353
104754,nm0000353
104764,nm0277213
104765,nm0755267
104766,nm0265492
104767,nm0391738
104774,nm0000365
104775,nm0117709
104776,nm0000458
104777,nm1671512
104784,nm0000123
104785,nm0000093
104786,nm0000354
104787,nm0000354
104795,nm0921942
104796,nm1280145
104797,nm1713653
104798,nm3649689
104799,nm1366028
104806,nm0000353
104807,nm0005454
104808,nm0367496
104809,nm0714310
104816,nm0611932
104817,nm1161994
104818,nm0507207
104819,nm1017414
104826,nm0356017
104827,nm0424060
104828,nm0000849
104829,nm0919525
104836,nm0559430
104837,nm0027942
104838,nm1882520
104839,nm1097739
104846,nm0936298
104847,nm1625746
104848,nm0652663
104849,nm0048932
104857,nm1978402
104858,nm1361787
104859,nm6671802
104860,nm3692524
104867,nm0044535
104868,nm0141140
104869,nm0603090
104870,nm0034079
104877,nm0314514
104878,nm0000525
104879,nm0005313
104880,nm0058372
104887,nm0000297
104888,nm2161452
104889,nm3224202
104890,nm0000613
104897,nm0913822
104898,nm0632497
104899,nm0407296
104900,nm1076976
104907,nm0001618
104908,nm0000242
104909,nm0578949
104910,nm0387773
104917,nm1163219
104918,nm1670239
104919,nm0370684
104920,nm1217394
104925,nm0847439
104926,nm0906722
104927,nm0436776
104928,nm0149218
104935,nm0430107
104936,nm3853652
104937,nm0068260
104938,nm0001602
104945,nm0900915
104946,nm0863787
104947,nm0377333
104948,nm0953220
104955,nm1602660
104956,nm1342727
104957,nm1670137
104958,nm0608440
104965,nm2111904
104966,nm0918448
104967,nm1146212
104968,nm2148665
104975,nm0941777
104976,nm0757855
104977,nm0000244
104978,nm0735442
104985,nm0502073
104986,nm0304830
104987,nm0448486
104988,nm0517448
104995,nm0001472
104996,nm0005458
104997,nm1229204
104998,nm0518821
105005,nm0000151
105006,nm0891895
105007,nm1706767
105008,nm0240043
105016,nm1614779
105017,nm0141140
105018,nm0141140
105019,nm2887440
105023,nm0807900
105024,nm0865302
105025,nm0082517
105026,nm0186761
105033,nm2137495
105034,nm2129881
105035,nm2165360
